age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
30,a little extra,,rarely,never,working on two-year college,black,75,,"vallejo, california","doesn&rsquo;t have kids, but wants them",straight,,christianity,m,sagittarius,no,english,single,student
23,athletic,strictly other,socially,never,,,68,,"menlo park, california",,straight,,,m,scorpio but it doesn&rsquo;t matter,no,"english, german (okay)",single,stem
37,thin,anything,socially,,graduated from college/university,,74,,"san francisco, california",,bisexual,,,f,aquarius but it doesn&rsquo;t matter,no,english,single,non_stem
29,curvy,mostly anything,socially,never,,white,69,,"san mateo, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity but not too serious about it,f,cancer,no,english (fluently),single,non_stem
32,curvy,mostly anything,socially,,graduated from college/university,white,68,,"berkeley, california",,straight,likes dogs and has cats,catholicism and laughing about it,f,leo,no,"english (fluently), french (poorly)",single,non_stem
33,average,anything,rarely,never,,white,70,50000,"hayward, california",has a kid,straight,likes dogs and likes cats,christianity but not too serious about it,m,capricorn and it&rsquo;s fun to think about,yes,english (fluently),single,non_stem
31,average,anything,socially,never,graduated from law school,,73,,"san francisco, california",,straight,likes dogs,judaism but not too serious about it,m,taurus,no,english (fluently),single,non_stem
44,fit,,not at all,never,graduated from college/university,white,71,,"san francisco, california",,straight,likes dogs,other,m,virgo and it&rsquo;s fun to think about,no,"english, french (poorly), english (fluently)",single,non_stem
32,average,mostly anything,socially,never,graduated from law school,white,65,,"lafayette, california",doesn&rsquo;t have kids,straight,likes dogs,catholicism,f,taurus and it&rsquo;s fun to think about,no,english,single,non_stem
35,fit,,socially,never,graduated from college/university,white,63,20000,"lafayette, california",has a kid,gay,likes dogs and has cats,agnosticism and laughing about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",available,stem
48,athletic,mostly vegetarian,socially,,graduated from college/university,white,70,,"berkeley, california",,straight,likes dogs and likes cats,,m,gemini,,"english, spanish (okay)",single,non_stem
24,fit,mostly anything,socially,never,graduated from college/university,asian,67,,"san francisco, california",,straight,has dogs,atheism and laughing about it,m,scorpio but it doesn&rsquo;t matter,no,english,single,non_stem
51,fit,mostly anything,socially,never,graduated from college/university,white,73,,"san francisco, california",doesn&rsquo;t have kids,straight,,atheism and laughing about it,m,leo but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
27,full figured,mostly anything,socially,never,working on college/university,pacific islander,63,40000,"hayward, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and dislikes cats,catholicism but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
64,fit,,socially,never,graduated from ph.d program,white,64,80000,"redwood city, california",has a kid,straight,,christianity but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
39,athletic,mostly anything,socially,never,college/university,white,69,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,buddhism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
24,athletic,mostly vegetarian,socially,,graduated from college/university,white,66,,"san francisco, california",doesn&rsquo;t have kids,bisexual,,other,f,libra and it&rsquo;s fun to think about,,english,single,student
22,average,strictly anything,often,,graduated from college/university,"asian, white",72,,"menlo park, california",,straight,has dogs,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,no,english (fluently),single,stem
29,a little extra,mostly anything,socially,never,graduated from college/university,asian,66,,"san bruno, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,catholicism,m,gemini,no,"english (fluently), spanish (poorly), tagalog (poorly)",single,stem
39,average,mostly anything,socially,never,graduated from college/university,white,72,,"san francisco, california",doesn&rsquo;t have kids,bisexual,likes dogs and has cats,atheism and laughing about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), french (poorly), german (poorly), hindi (poorly)",seeing someone,stem
33,fit,,socially,sometimes,graduated from college/university,white,70,1000000,"san francisco, california",,straight,likes dogs and likes cats,,m,scorpio and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly)",single,non_stem
18,thin,mostly anything,socially,never,working on college/university,middle eastern,66,,"berkeley, california",,gay,has dogs,atheism and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single,student
21,,,not at all,,working on college/university,other,67,,"oakland, california",,straight,likes dogs and likes cats,,f,pisces and it&rsquo;s fun to think about,sometimes,"english (fluently), italian (poorly), other (okay)",single,non_stem
35,athletic,anything,socially,never,,white,72,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,,m,gemini and it&rsquo;s fun to think about,no,english (fluently),single,stem
27,athletic,,,never,graduated from college/university,asian,71,,"san francisco, california",,straight,,,m,,no,english,single,stem
47,fit,mostly vegetarian,socially,never,working on masters program,white,69,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,,agnosticism and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,non_stem
25,curvy,mostly anything,rarely,never,working on college/university,white,64,,"castro valley, california","doesn&rsquo;t have kids, but wants them",bisexual,has dogs and likes cats,christianity but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,non_stem
43,curvy,mostly vegetarian,socially,,graduated from college/university,white,69,,"albany, california",has kids,straight,likes dogs and likes cats,judaism but not too serious about it,f,gemini and it&rsquo;s fun to think about,,english,single,non_stem
64,fit,mostly anything,socially,never,graduated from college/university,white,70,100000,"palo alto, california",has kids,straight,likes dogs,other and somewhat serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), russian (okay), spanish (okay)",single,non_stem
30,,,rarely,never,graduated from college/university,white,67,100000,"san carlos, california",,straight,likes dogs,,m,sagittarius but it doesn&rsquo;t matter,no,english,single,non_stem
29,average,mostly anything,socially,never,dropped out of college/university,white,74,,"south san francisco, california",,straight,,,m,taurus but it doesn&rsquo;t matter,sometimes,english,single,non_stem
31,average,strictly anything,socially,never,graduated from law school,"asian, pacific islander",67,,"san leandro, california",,straight,,catholicism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), other (okay)",single,non_stem
25,average,,socially,,graduated from college/university,"black, other",72,,"san francisco, california",,straight,,,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), afrikaans (okay), other (okay)",single,non_stem
54,fit,mostly anything,socially,never,graduated from college/university,white,72,,"san mateo, california",has kids,straight,has dogs,christianity but not too serious about it,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,non_stem
41,fit,,socially,never,graduated from high school,white,70,,"martinez, california",,straight,likes dogs and dislikes cats,other,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
45,athletic,other,socially,never,graduated from masters program,white,65,,"mill valley, california",might want kids,straight,likes dogs and likes cats,,f,taurus and it&rsquo;s fun to think about,no,"english, spanish (okay)",single,non_stem
33,athletic,strictly anything,socially,,graduated from masters program,white,63,50000,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes cats,other but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
46,athletic,mostly anything,socially,never,graduated from two-year college,white,71,60000,"novato, california",has a kid,straight,likes dogs and likes cats,catholicism but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,no,english,single,non_stem
24,skinny,,socially,never,graduated from college/university,hispanic / latin,69,,"san francisco, california",,straight,,christianity,m,,no,"english (fluently), spanish (fluently), chinese (poorly)",single,non_stem
38,average,strictly anything,socially,never,graduated from college/university,white,71,,"alameda, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,agnosticism and somewhat serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",single,stem
29,fit,strictly anything,often,sometimes,graduated from college/university,white,69,,"san francisco, california",,straight,,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), arabic (poorly)",single,non_stem
31,average,,,never,graduated from college/university,white,70,100000,"san francisco, california",,straight,,,m,,no,"english (fluently), russian (okay)",single,non_stem
28,fit,anything,socially,,working on masters program,white,78,50000,"san francisco, california",,bisexual,likes dogs and has cats,atheism and very serious about it,m,pisces but it doesn&rsquo;t matter,no,"english, french (okay), german (poorly), chinese (okay), c++ (okay)",seeing someone,stem
25,athletic,,often,sometimes,graduated from college/university,white,75,,"san francisco, california",,straight,,,m,,no,"english (fluently), spanish (okay)",single,non_stem
49,average,,socially,sometimes,graduated from college/university,white,68,,"san francisco, california",doesn&rsquo;t want kids,straight,dislikes dogs and dislikes cats,other and laughing about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay), spanish (okay), indonesian (okay)",single,non_stem
32,curvy,mostly vegetarian,often,sometimes,graduated from college/university,white,65,40000,"richmond, california",doesn&rsquo;t have kids,straight,likes dogs,other and laughing about it,f,gemini and it&rsquo;s fun to think about,when drinking,"english (fluently), french (okay), latin (poorly)",single,non_stem
27,curvy,mostly vegan,socially,never,dropped out of college/university,white,64,30000,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",bisexual,dislikes dogs and has cats,catholicism,f,leo and it&rsquo;s fun to think about,sometimes,"english (fluently), german (poorly), japanese (okay), french (poorly)",available,non_stem
29,,mostly anything,socially,,college/university,,64,,"san mateo, california",,straight,has dogs,,f,aries and it&rsquo;s fun to think about,no,english,single,non_stem
32,curvy,mostly anything,not at all,never,graduated from masters program,white,69,,"el cerrito, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,agnosticism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,non_stem
33,thin,strictly anything,socially,never,,asian,67,,"san francisco, california",doesn&rsquo;t have kids,gay,,catholicism,m,pisces,no,"english, italian, latin, spanish, tagalog",single,non_stem
28,fit,mostly anything,socially,never,graduated from two-year college,"black, native american, white",73,30000,"redwood city, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,agnosticism and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), french (fluently)",single,non_stem
32,average,anything,socially,,working on college/university,hispanic / latin,68,,"south san francisco, california",,straight,likes dogs and likes cats,other and laughing about it,m,scorpio,no,"english (fluently), spanish (poorly)",seeing someone,non_stem
53,athletic,,rarely,never,graduated from masters program,white,66,,"san francisco, california",,straight,,,f,cancer but it doesn&rsquo;t matter,,"english, spanish (okay)",available,non_stem
39,average,strictly vegetarian,socially,,dropped out of college/university,white,70,100000,"san francisco, california",,straight,,agnosticism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently), french (poorly), spanish (okay), italian (poorly)",single,stem
24,curvy,mostly vegetarian,often,,working on two-year college,white,63,20000,"alameda, california",,straight,has cats,,f,capricorn,yes,"english, sign language (okay)",seeing someone,non_stem
42,average,,socially,,graduated from college/university,white,65,60000,"alameda, california",has a kid,gay,likes dogs and likes cats,other,f,aries and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
23,fit,mostly anything,socially,never,working on college/university,white,71,30000,"san francisco, california",,straight,has dogs,,m,sagittarius and it&rsquo;s fun to think about,sometimes,english,single,non_stem
31,,,socially,never,graduated from college/university,asian,69,,"san francisco, california",,straight,,buddhism but not too serious about it,m,,no,"english (fluently), chinese (fluently), french",seeing someone,stem
24,curvy,vegan,socially,sometimes,graduated from college/university,white,67,,"san francisco, california",,gay,likes dogs and likes cats,,f,libra and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,non_stem
34,skinny,,often,never,graduated from college/university,white,75,100000,"san francisco, california",,straight,likes dogs and likes cats,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,sometimes,english,single,stem
39,fit,mostly vegetarian,socially,never,graduated from masters program,white,63,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,,buddhism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,no,english,single,non_stem
24,average,mostly anything,socially,sometimes,graduated from college/university,asian,69,,"san francisco, california",,straight,,atheism and laughing about it,m,cancer,no,"english, chinese",single,stem
26,athletic,,rarely,never,,black,72,80000,"oakland, california",,straight,,,m,aries,no,english,single,non_stem
32,athletic,mostly anything,socially,never,graduated from two-year college,other,73,20000,"san mateo, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,trying to quit,"english, spanish",single,non_stem
24,athletic,anything,socially,never,,hispanic / latin,69,,"san francisco, california",,straight,,,m,aries,no,"english (fluently), spanish (fluently)",single,non_stem
42,average,,socially,never,,white,72,,"san francisco, california",,straight,,,m,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
27,full figured,anything,socially,never,working on college/university,"black, native american, hispanic / latin, white",65,20000,"vallejo, california",,straight,likes dogs and likes cats,christianity and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,english,single,student
36,fit,,often,never,graduated from college/university,white,69,,"san francisco, california",,straight,,other,f,scorpio,no,english,single,non_stem
26,used up,mostly anything,,never,graduated from space camp,other,70,,"castro valley, california",,straight,,christianity,m,,no,english,single,non_stem
31,athletic,,socially,,graduated from law school,white,72,,"san francisco, california",,straight,,other,m,cancer,,english,single,non_stem
22,skinny,,socially,never,college/university,asian,64,,"san francisco, california",doesn&rsquo;t want kids,gay,dislikes dogs and dislikes cats,buddhism,m,pisces,no,"english, vietnamese, chinese",single,student
28,average,strictly anything,often,never,graduated from college/university,white,73,,"san francisco, california",,straight,likes dogs and likes cats,christianity,m,aquarius but it doesn&rsquo;t matter,no,,single,stem
30,fit,mostly anything,not at all,never,graduated from college/university,white,75,,"san francisco, california",,gay,likes dogs and likes cats,,m,sagittarius and it&rsquo;s fun to think about,no,"english, japanese",single,non_stem
20,skinny,mostly anything,often,sometimes,graduated from college/university,white,77,20000,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,,atheism,m,pisces but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (okay)",single,non_stem
52,fit,strictly anything,socially,sometimes,graduated from space camp,white,82,,"el cerrito, california",,straight,likes dogs and likes cats,agnosticism and laughing about it,m,,no,"english (fluently), spanish (poorly)",single,non_stem
36,athletic,mostly anything,socially,,graduated from college/university,white,71,,"vallejo, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,has dogs and likes cats,agnosticism but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
26,overweight,,not at all,never,working on college/university,,74,20000,"san leandro, california",,straight,,atheism and very serious about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",available,student
29,average,,socially,sometimes,graduated from college/university,asian,67,,"san francisco, california",,straight,has dogs and likes cats,atheism and laughing about it,m,aries and it&rsquo;s fun to think about,when drinking,"english (fluently), chinese (poorly)",single,non_stem
39,average,,socially,,graduated from masters program,white,68,,"san francisco, california",,gay,likes dogs and likes cats,catholicism and laughing about it,m,gemini and it&rsquo;s fun to think about,sometimes,english,single,non_stem
27,fit,,often,never,graduated from college/university,white,72,20000,"san francisco, california",,straight,likes dogs and likes cats,other but not too serious about it,f,taurus but it doesn&rsquo;t matter,no,english,single,non_stem
30,jacked,,very often,sometimes,graduated from space camp,indian,70,150000,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and has cats,hinduism and very serious about it,m,,when drinking,english,single,stem
23,athletic,,socially,never,graduated from college/university,white,75,,"el sobrante, california",doesn&rsquo;t have kids,straight,,christianity but not too serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), german (poorly)",single,non_stem
35,average,mostly anything,socially,,graduated from college/university,white,72,,"oakland, california",,straight,,christianity,m,aries,trying to quit,english,single,non_stem
28,,,socially,never,graduated from two-year college,"black, native american",71,70000,"san francisco, california",,straight,likes dogs,christianity,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
25,athletic,mostly anything,socially,never,graduated from college/university,asian,72,70000,"belmont, california",,straight,likes dogs and likes cats,,m,libra but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently), spanish (okay)",single,stem
40,fit,,socially,never,,asian,65,,"san francisco, california",,straight,has cats,,f,,no,english,single,non_stem
27,a little extra,mostly anything,,,graduated from college/university,asian,66,,"daly city, california",,straight,,,f,virgo but it doesn&rsquo;t matter,,"english (fluently), chinese (fluently)",single,non_stem
32,fit,mostly anything,socially,sometimes,graduated from masters program,white,72,,"san francisco, california",,straight,likes dogs and likes cats,catholicism and laughing about it,m,pisces and it&rsquo;s fun to think about,no,"english, spanish (poorly), french (poorly)",single,stem
27,average,anything,often,,,,69,,"oakland, california",,straight,,christianity and laughing about it,m,pisces but it doesn&rsquo;t matter,yes,"english (fluently), spanish (okay)",single,stem
20,full figured,mostly anything,often,sometimes,working on college/university,white,72,20000,"san rafael, california",,straight,has dogs and has cats,agnosticism but not too serious about it,m,pisces and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (okay)",single,non_stem
25,average,mostly anything,socially,never,graduated from college/university,white,70,,"san francisco, california",doesn&rsquo;t have kids,straight,,agnosticism but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
23,average,,rarely,sometimes,,white,70,100000,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,,atheism and somewhat serious about it,m,,no,english,single,stem
30,curvy,anything,socially,never,graduated from college/university,asian,64,,"emeryville, california",,straight,likes dogs,agnosticism but not too serious about it,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay)",single,non_stem
23,used up,strictly anything,socially,often,working on college/university,,69,,"west oakland, california",,straight,likes dogs and has cats,other and laughing about it,f,virgo and it&rsquo;s fun to think about,sometimes,"english, other (okay)",single,non_stem
34,athletic,,socially,never,graduated from masters program,white,74,,"san francisco, california",,gay,,atheism but not too serious about it,m,aries but it doesn&rsquo;t matter,no,english,single,stem
29,average,mostly anything,very often,never,dropped out of high school,hispanic / latin,71,,"oakland, california",,straight,,catholicism,m,aries and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (fluently)",single,non_stem
34,athletic,mostly anything,,,graduated from law school,black,72,,"walnut creek, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), italian (poorly), sign language (poorly)",single,non_stem
19,athletic,mostly anything,socially,never,graduated from high school,,65,20000,"alameda, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other and somewhat serious about it,m,,no,english,single,student
22,average,,socially,never,,"pacific islander, hispanic / latin",68,,"berkeley, california",,straight,,catholicism,m,aquarius,when drinking,english,single,non_stem
42,fit,strictly anything,rarely,never,graduated from law school,white,76,,"san anselmo, california",has a kid,straight,likes dogs and dislikes cats,agnosticism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (okay), italian (poorly)",single,non_stem
41,fit,mostly anything,socially,never,graduated from masters program,white,70,,"san francisco, california",,straight,,judaism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), hebrew (poorly), spanish (poorly), french (poorly)",single,non_stem
20,average,mostly anything,socially,,working on college/university,,66,,"san francisco, california",,straight,likes dogs and likes cats,other but not too serious about it,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), french (okay), japanese (poorly), italian (poorly)",single,student
25,average,anything,socially,never,graduated from college/university,white,68,80000,"san francisco, california",,straight,,agnosticism,m,aries,no,english,single,stem
33,average,mostly vegetarian,socially,never,graduated from college/university,white,72,,"alameda, california",,straight,,,m,cancer but it doesn&rsquo;t matter,no,english (fluently),available,stem
32,athletic,strictly anything,socially,,graduated from college/university,white,73,,"san francisco, california",,gay,likes dogs and likes cats,atheism,m,libra but it doesn&rsquo;t matter,no,english,single,non_stem
20,average,strictly vegetarian,often,,working on college/university,,67,,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and dislikes cats,atheism,f,,when drinking,english (poorly),single,student
27,fit,,socially,sometimes,,,74,,"san francisco, california",,straight,,,m,taurus,,english,single,stem
23,jacked,mostly anything,socially,never,graduated from college/university,white,64,,"san francisco, california",,bisexual,likes dogs and has cats,,f,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,student
39,average,,socially,sometimes,graduated from college/university,hispanic / latin,63,,"berkeley, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and has cats,,f,aries but it doesn&rsquo;t matter,no,"english, spanish (fluently), portuguese (poorly)",single,non_stem
29,thin,mostly anything,socially,never,graduated from college/university,white,69,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,,f,aries and it&rsquo;s fun to think about,no,english,single,non_stem
22,average,mostly anything,socially,sometimes,working on college/university,,67,20000,"san mateo, california",,bisexual,likes dogs and likes cats,,f,sagittarius,yes,"english (okay), chinese (poorly), spanish (poorly)",married,student
29,fit,,socially,,graduated from masters program,,61,,"san francisco, california",,straight,likes dogs,,f,gemini but it doesn&rsquo;t matter,no,english (fluently),single,stem
30,athletic,mostly anything,socially,never,graduated from masters program,indian,72,,"san francisco, california",,straight,,,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), hindi (fluently)",single,stem
30,a little extra,mostly anything,rarely,never,graduated from high school,white,77,,"san leandro, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and has cats,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,sometimes,english (fluently),single,non_stem
31,fit,,socially,never,graduated from college/university,asian,70,,"san francisco, california",,straight,has dogs,,m,aries but it doesn&rsquo;t matter,no,"english (fluently), c++ (okay)",single,stem
25,average,strictly anything,socially,never,graduated from college/university,white,65,,"emeryville, california",doesn&rsquo;t have kids,straight,likes dogs,,f,gemini and it&rsquo;s fun to think about,sometimes,"english, spanish (okay)",single,non_stem
43,fit,strictly anything,socially,never,graduated from masters program,asian,65,,"san francisco, california",,straight,has dogs and dislikes cats,agnosticism,f,aries but it doesn&rsquo;t matter,no,"english (fluently), korean (okay)",single,non_stem
24,fit,mostly anything,socially,,working on college/university,"native american, hispanic / latin, white, other",72,20000,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,,m,leo,sometimes,english (fluently),single,non_stem
36,fit,,often,never,graduated from masters program,white,66,,"san francisco, california",,straight,,,f,,no,english,single,non_stem
25,average,,socially,never,graduated from college/university,white,63,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,agnosticism,f,aries and it&rsquo;s fun to think about,no,english,single,non_stem
23,average,anything,not at all,never,graduated from college/university,white,65,,"emeryville, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism and laughing about it,f,capricorn but it doesn&rsquo;t matter,sometimes,"english, russian",single,non_stem
34,athletic,,socially,never,,white,70,,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,,m,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
32,skinny,,socially,,working on ph.d program,white,74,,"san francisco, california",,straight,likes dogs,judaism but not too serious about it,m,taurus and it&rsquo;s fun to think about,,english (fluently),single,non_stem
33,thin,mostly anything,socially,never,graduated from college/university,asian,73,,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), lisp (fluently), c++ (okay)",single,stem
27,a little extra,anything,socially,never,working on college/university,white,71,,"san francisco, california",,straight,,atheism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,trying to quit,english (fluently),single,stem
39,average,vegetarian,socially,sometimes,graduated from college/university,white,74,60000,"oakland, california",,straight,likes dogs and has cats,agnosticism and laughing about it,m,scorpio but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single,non_stem
36,athletic,mostly anything,socially,never,working on college/university,white,68,60000,"hercules, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",available,non_stem
27,average,vegetarian,socially,never,working on masters program,pacific islander,62,,"san francisco, california",,straight,has dogs and likes cats,,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), tagalog (okay), ilongo (poorly), dutch (poorly), spanish (poorly)",single,stem
32,thin,mostly anything,socially,sometimes,graduated from college/university,white,68,,"oakland, california","doesn&rsquo;t have kids, but might want them",bisexual,likes dogs and has cats,other and laughing about it,f,gemini but it doesn&rsquo;t matter,no,english (okay),seeing someone,non_stem
21,skinny,mostly anything,socially,sometimes,working on college/university,white,70,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,,f,virgo and it&rsquo;s fun to think about,sometimes,"english (fluently), french (poorly)",single,non_stem
35,average,,socially,never,graduated from two-year college,white,71,70000,"pleasant hill, california",,straight,has dogs,christianity and very serious about it,m,virgo but it doesn&rsquo;t matter,no,english,single,stem
43,average,strictly anything,socially,never,graduated from college/university,white,68,,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,,other and laughing about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), sign language (poorly)",single,non_stem
25,,mostly anything,socially,never,working on masters program,white,67,,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,,f,,no,"english, japanese (poorly), italian (poorly)",single,non_stem
25,fit,,socially,,,asian,67,30000,"san francisco, california",,straight,has dogs,,m,capricorn,trying to quit,english,single,non_stem
26,athletic,mostly anything,socially,sometimes,graduated from two-year college,black,69,,"oakland, california","has a kid, and might want more",straight,,christianity but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,no,english (okay),single,non_stem
27,a little extra,mostly anything,socially,,graduated from masters program,white,69,20000,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,catholicism,m,scorpio and it&rsquo;s fun to think about,,"english (fluently), italian (okay), latin (okay), irish (poorly)",single,non_stem
26,athletic,mostly anything,often,sometimes,graduated from masters program,white,71,,"san francisco, california",,straight,likes dogs,other but not too serious about it,m,,no,"english (poorly), spanish (okay)",single,stem
31,average,,socially,,,pacific islander,72,,"pleasant hill, california",,straight,likes dogs,,m,aquarius,no,english (fluently),single,non_stem
27,athletic,mostly anything,very often,sometimes,dropped out of space camp,white,72,20000,"emeryville, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other and laughing about it,m,cancer and it&rsquo;s fun to think about,yes,english,single,non_stem
32,average,vegetarian,socially,,graduated from masters program,white,74,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,has dogs,agnosticism,m,cancer but it doesn&rsquo;t matter,no,english (fluently),single,stem
26,athletic,,socially,never,graduated from college/university,asian,70,,"east palo alto, california",doesn&rsquo;t have kids,straight,has dogs,catholicism,m,leo and it&rsquo;s fun to think about,,"english, tagalog (okay)",single,non_stem
58,athletic,,socially,,graduated from ph.d program,"white, other",69,,"berkeley, california",doesn&rsquo;t have kids,straight,,,m,,no,english (fluently),single,non_stem
53,curvy,,often,sometimes,graduated from masters program,white,65,,"san francisco, california",doesn&rsquo;t want kids,bisexual,has cats,agnosticism and laughing about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), c++ (okay), spanish (poorly)",single,stem
23,fit,strictly anything,socially,sometimes,graduated from college/university,white,74,,"san francisco, california",,straight,likes dogs and likes cats,other and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (okay), spanish (poorly)",single,non_stem
35,athletic,mostly anything,socially,never,graduated from law school,white,71,,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs,buddhism and laughing about it,m,,no,english,single,non_stem
39,average,mostly anything,socially,never,graduated from two-year college,white,68,40000,"vallejo, california",has kids,straight,likes dogs and likes cats,other but not too serious about it,m,virgo,no,english,single,non_stem
