age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
27.0,athletic,mostly anything,very often,sometimes,dropped out of space camp,white,72.0,20000.0,"emeryville, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other and laughing about it,m,cancer and it&rsquo;s fun to think about,yes,english,single,non_stem
32.0,average,vegetarian,socially,never,graduated from masters program,white,74.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,has dogs,agnosticism,m,cancer but it doesn&rsquo;t matter,no,english (fluently),single,stem
26.0,athletic,mostly anything,socially,never,graduated from college/university,asian,70.0,60000.0,"east palo alto, california",doesn&rsquo;t have kids,straight,has dogs,catholicism,m,leo and it&rsquo;s fun to think about,no,"english, tagalog (okay)",single,non_stem
58.0,athletic,mostly anything,socially,never,graduated from ph.d program,"white, other",69.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
53.0,curvy,mostly anything,often,sometimes,graduated from masters program,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,bisexual,has cats,agnosticism and laughing about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), c++ (okay), spanish (poorly)",single,stem
23.0,fit,strictly anything,socially,sometimes,graduated from college/university,white,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (okay), spanish (poorly)",single,non_stem
35.0,athletic,mostly anything,socially,never,graduated from law school,white,71.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs,buddhism and laughing about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
39.0,average,mostly anything,socially,never,graduated from two-year college,white,68.0,40000.0,"vallejo, california",has kids,straight,likes dogs and likes cats,other but not too serious about it,m,virgo,no,english,single,non_stem
32.0,thin,mostly anything,rarely,never,working on college/university,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,leo,trying to quit,english,single,non_stem
34.0,average,mostly anything,socially,never,graduated from college/university,white,67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism and laughing about it,f,libra and it&rsquo;s fun to think about,no,english,single,non_stem
37.0,fit,mostly anything,socially,never,graduated from masters program,asian,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,libra but it doesn&rsquo;t matter,no,english,single,non_stem
33.0,curvy,anything,socially,never,graduated from masters program,white,64.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,judaism and laughing about it,f,pisces but it doesn&rsquo;t matter,no,"english, french (poorly)",single,stem
40.0,athletic,mostly anything,socially,never,graduated from college/university,white,62.0,60000.0,"fairfax, california",has kids,straight,has dogs,other and somewhat serious about it,f,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
32.0,fit,mostly anything,socially,never,graduated from college/university,white,65.0,100000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,christianity but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
39.0,athletic,mostly anything,socially,never,graduated from masters program,asian,3.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,christianity but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay), french (poorly)",single,stem
30.0,average,mostly anything,socially,never,graduated from college/university,white,66.0,100000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,other,m,gemini and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
31.0,fit,anything,often,never,graduated from college/university,white,73.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism,m,cancer,no,"english (fluently), japanese (fluently)",single,stem
33.0,a little extra,mostly vegetarian,socially,sometimes,working on college/university,white,67.0,60000.0,"fairfax, california","has kids, and might want more",straight,has dogs and has cats,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,english,married,stem
34.0,fit,mostly anything,socially,sometimes,graduated from college/university,white,67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,virgo and it&rsquo;s fun to think about,yes,english,single,stem
54.0,athletic,mostly other,rarely,never,working on college/university,other,64.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,buddhism,f,taurus,no,"english, spanish (okay)",single,non_stem
31.0,a little extra,anything,often,sometimes,two-year college,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism,m,libra and it&rsquo;s fun to think about,yes,"english, greek",single,non_stem
22.0,average,mostly vegetarian,socially,never,graduated from space camp,white,72.0,20000.0,"martinez, california","doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,catholicism and laughing about it,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), sign language (fluently)",single,non_stem
46.0,average,mostly anything,socially,never,graduated from college/university,indian,67.0,60000.0,"lafayette, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
40.0,fit,mostly anything,socially,never,graduated from ph.d program,white,75.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
30.0,fit,mostly vegetarian,socially,never,graduated from masters program,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,buddhism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), russian (fluently), spanish (poorly)",single,non_stem
32.0,average,mostly anything,socially,never,graduated from masters program,"asian, white",67.0,50000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,no,english (fluently),single,stem
23.0,average,anything,socially,never,graduated from college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,catholicism,m,cancer and it&rsquo;s fun to think about,no,"english, spanish (okay)",single,non_stem
26.0,athletic,vegetarian,socially,never,graduated from college/university,white,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,f,pisces and it&rsquo;s fun to think about,no,"english, spanish, french (okay)",single,non_stem
30.0,average,mostly anything,socially,never,graduated from law school,white,75.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), german (okay), spanish (poorly)",single,non_stem
25.0,average,strictly anything,often,never,working on masters program,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,other,f,virgo and it&rsquo;s fun to think about,no,"english, spanish (okay)",single,non_stem
57.0,athletic,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"oakland, california",has a kid,straight,likes dogs and likes cats,other but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
35.0,athletic,mostly anything,socially,sometimes,graduated from college/university,"asian, middle eastern, white, other",69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), arabic (okay), german (okay)",single,non_stem
32.0,average,mostly anything,socially,sometimes,graduated from college/university,asian,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single,stem
28.0,thin,anything,socially,never,graduated from college/university,white,60.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,sagittarius,when drinking,english,single,non_stem
42.0,average,mostly anything,socially,never,graduated from med school,"asian, other",67.0,60000.0,"daly city, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,catholicism and somewhat serious about it,m,libra,no,"english (fluently), tagalog (fluently), spanish (poorly)",single,non_stem
42.0,fit,anything,socially,never,graduated from college/university,white,79.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and has cats,other,m,pisces,no,"english, spanish (okay)",single,non_stem
46.0,average,mostly vegetarian,often,never,graduated from college/university,white,66.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,other,m,taurus,sometimes,english,single,non_stem
32.0,fit,mostly anything,socially,never,graduated from college/university,asian,60.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,has dogs,other,f,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)",single,non_stem
40.0,thin,mostly vegetarian,socially,never,graduated from masters program,white,74.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,cancer,no,"english, spanish, german",single,stem
23.0,fit,other,socially,never,working on ph.d program,white,67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other and laughing about it,f,cancer and it&rsquo;s fun to think about,no,english,single,student
29.0,average,mostly anything,often,never,working on med school,asian,62.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
26.0,average,mostly anything,socially,sometimes,working on college/university,white,65.0,60000.0,"daly city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism,f,capricorn but it doesn&rsquo;t matter,no,english,single,student
54.0,curvy,mostly anything,socially,never,graduated from college/university,white,69.0,60000.0,"emeryville, california","has kids, but doesn&rsquo;t want more",straight,likes dogs and likes cats,atheism but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
27.0,fit,mostly anything,socially,never,graduated from law school,white,70.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,other but not too serious about it,m,leo and it&rsquo;s fun to think about,no,english,single,non_stem
45.0,athletic,mostly vegetarian,socially,never,working on ph.d program,white,77.0,60000.0,"berkeley, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,"english, sanskrit (poorly), german (poorly), spanish (poorly)",single,student
37.0,average,mostly anything,rarely,never,graduated from college/university,white,66.0,60000.0,"martinez, california",doesn&rsquo;t have kids,straight,has dogs,christianity and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,sometimes,english,single,non_stem
33.0,thin,mostly anything,socially,never,graduated from college/university,white,71.0,60000.0,"ross, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,virgo,no,"english (fluently), italian (poorly), spanish (poorly)",single,non_stem
28.0,full figured,mostly anything,socially,never,graduated from masters program,"asian, white",60.0,30000.0,"castro valley, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other and somewhat serious about it,f,pisces and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
25.0,skinny,mostly anything,socially,sometimes,working on college/university,pacific islander,60.0,20000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and has cats,catholicism and laughing about it,f,capricorn but it doesn&rsquo;t matter,no,english (fluently),married,student
47.0,athletic,mostly anything,not at all,never,graduated from college/university,"native american, hispanic / latin",70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
46.0,average,mostly anything,socially,never,graduated from masters program,white,76.0,80000.0,"berkeley, california",doesn&rsquo;t have kids,straight,has cats,other,m,capricorn and it&rsquo;s fun to think about,no,english,single,non_stem
46.0,athletic,anything,socially,sometimes,graduated from law school,"asian, black",68.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,christianity,m,scorpio and it&rsquo;s fun to think about,when drinking,"english (fluently), german (poorly), other (poorly)",single,non_stem
38.0,athletic,mostly anything,socially,never,graduated from masters program,white,73.0,60000.0,"alameda, california","doesn&rsquo;t have kids, but might want them",straight,likes cats,atheism and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), bulgarian (fluently), russian (okay), spanish (poorly), german (poorly)",single,stem
33.0,thin,anything,not at all,never,graduated from college/university,white,60.0,60000.0,"emeryville, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,christianity but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
52.0,average,mostly anything,socially,never,graduated from college/university,white,67.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,judaism,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), yiddish (okay)",single,non_stem
28.0,fit,mostly anything,very often,sometimes,graduated from college/university,white,70.0,100000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,gemini but it doesn&rsquo;t matter,sometimes,english,single,stem
35.0,curvy,anything,socially,sometimes,graduated from masters program,"black, native american, white",65.0,50000.0,"oakland, california","doesn&rsquo;t have kids, but wants them",bisexual,has dogs and has cats,other,f,aries,no,"english (fluently), spanish (poorly)",single,non_stem
55.0,athletic,mostly other,socially,never,graduated from college/university,white,64.0,60000.0,"mill valley, california","has a kid, but doesn&rsquo;t want more",straight,has dogs and has cats,other,f,leo and it&rsquo;s fun to think about,no,"english (fluently), english",single,non_stem
34.0,skinny,mostly anything,socially,sometimes,graduated from college/university,"asian, white",64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,f,leo,no,english (fluently),single,non_stem
46.0,average,mostly vegetarian,socially,sometimes,college/university,hispanic / latin,67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes cats,buddhism,m,aries,when drinking,"english (fluently), spanish (poorly)",single,non_stem
33.0,average,mostly anything,socially,never,dropped out of space camp,white,72.0,70000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,agnosticism,m,aries but it doesn&rsquo;t matter,sometimes,"english, sanskrit",single,non_stem
45.0,fit,strictly other,rarely,sometimes,dropped out of college/university,white,72.0,60000.0,"vallejo, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), german (poorly)",available,non_stem
27.0,average,strictly vegetarian,rarely,never,graduated from masters program,white,66.0,60000.0,"mountain view, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,english,single,stem
32.0,average,anything,not at all,never,working on college/university,"white, other",69.0,60000.0,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,christianity,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), greek (poorly)",single,non_stem
33.0,athletic,strictly anything,socially,never,graduated from masters program,white,67.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs,catholicism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
23.0,athletic,anything,socially,never,graduated from high school,other,68.0,40000.0,"vallejo, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,christianity but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single,non_stem
46.0,average,mostly anything,socially,never,graduated from college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs,other,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), other (fluently), c++ (okay), lisp (poorly)",single,non_stem
24.0,skinny,mostly anything,socially,never,working on college/university,indian,67.0,60000.0,"daly city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other but not too serious about it,m,libra but it doesn&rsquo;t matter,no,"english, other (okay)",single,student
23.0,fit,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"mountain view, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism and laughing about it,f,leo but it doesn&rsquo;t matter,no,english,single,non_stem
26.0,full figured,mostly anything,socially,never,graduated from masters program,black,63.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity and very serious about it,f,aquarius and it&rsquo;s fun to think about,no,english,single,non_stem
32.0,average,vegetarian,socially,never,graduated from college/university,white,66.0,60000.0,"san bruno, california",has a kid,straight,likes dogs and likes cats,catholicism but not too serious about it,f,pisces,no,"english (fluently), italian (poorly)",single,non_stem
28.0,average,mostly anything,socially,never,graduated from ph.d program,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,"english, russian (okay)",married,stem
28.0,athletic,anything,socially,never,working on masters program,"black, indian",75.0,60000.0,"san francisco, california",has a kid,straight,likes dogs and likes cats,other,m,sagittarius,no,english,single,non_stem
29.0,average,other,socially,never,graduated from law school,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism and somewhat serious about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
27.0,fit,mostly vegetarian,socially,never,graduated from college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,scorpio but it doesn&rsquo;t matter,no,english,single,stem
31.0,average,mostly anything,socially,never,graduated from two-year college,white,72.0,60000.0,"belmont, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,atheism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,when drinking,"english (fluently), spanish (poorly)",single,non_stem
36.0,average,mostly anything,socially,never,graduated from masters program,indian,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,hinduism,m,cancer but it doesn&rsquo;t matter,no,"english, hindi",single,non_stem
26.0,fit,mostly anything,socially,sometimes,graduated from college/university,hispanic / latin,68.0,30000.0,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,christianity but not too serious about it,m,gemini but it doesn&rsquo;t matter,trying to quit,"english, spanish",single,non_stem
42.0,curvy,mostly anything,rarely,never,graduated from college/university,white,65.0,60000.0,"alameda, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,agnosticism,f,libra and it&rsquo;s fun to think about,no,"english (fluently), sign language (okay), italian (poorly)",single,non_stem
33.0,skinny,mostly anything,socially,never,graduated from college/university,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and has cats,christianity and somewhat serious about it,f,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
33.0,fit,mostly anything,socially,never,graduated from college/university,asian,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra but it doesn&rsquo;t matter,no,"english, chinese (poorly)",single,non_stem
24.0,curvy,mostly vegetarian,socially,sometimes,graduated from college/university,white,66.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism and somewhat serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
24.0,skinny,mostly anything,socially,sometimes,dropped out of college/university,"asian, other",67.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other,m,aquarius,no,"english (fluently), c++ (poorly)",seeing someone,non_stem
42.0,fit,mostly anything,socially,never,graduated from college/university,white,67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,libra and it&rsquo;s fun to think about,no,"english (fluently), german (fluently), french (okay)",single,non_stem
29.0,athletic,anything,socially,never,working on ph.d program,white,70.0,60000.0,"stanford, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,christianity,m,scorpio,no,"english (fluently), dutch (fluently), german (okay)",single,student
32.0,fit,mostly vegetarian,socially,never,graduated from masters program,white,61.0,40000.0,"oakland, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,agnosticism,f,aquarius and it&rsquo;s fun to think about,no,english,single,stem
43.0,fit,mostly anything,socially,never,graduated from college/university,white,76.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english,single,stem
35.0,average,anything,rarely,never,graduated from masters program,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), irish (okay), spanish (fluently), french (okay), italian (poorly)",single,non_stem
46.0,average,mostly other,socially,never,graduated from college/university,white,69.0,60000.0,"menlo park, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and somewhat serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",single,non_stem
23.0,full figured,mostly anything,not at all,never,working on two-year college,white,71.0,60000.0,"san bruno, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,christianity but not too serious about it,f,libra and it&rsquo;s fun to think about,no,english,single,student
40.0,a little extra,mostly anything,not at all,never,graduated from college/university,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and has cats,judaism,f,leo but it doesn&rsquo;t matter,no,"english (okay), hebrew (fluently)",single,non_stem
24.0,average,mostly vegan,socially,never,graduated from college/university,white,68.0,60000.0,"emeryville, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism,f,pisces but it doesn&rsquo;t matter,no,english,single,non_stem
25.0,average,mostly anything,socially,never,graduated from college/university,white,62.0,60000.0,"atherton, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,"english (fluently), c++ (okay)",single,stem
34.0,average,mostly anything,socially,never,graduated from masters program,white,74.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other,m,leo and it&rsquo;s fun to think about,no,"english, spanish (okay), italian (poorly)",single,stem
30.0,athletic,mostly anything,socially,never,graduated from masters program,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,sagittarius,no,"english (fluently), russian (fluently), ukrainian (poorly)",single,non_stem
28.0,athletic,mostly anything,socially,never,graduated from college/university,white,69.0,20000.0,"palo alto, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism and laughing about it,m,libra and it&rsquo;s fun to think about,no,english (fluently),single,stem
39.0,average,mostly anything,socially,never,graduated from masters program,asian,61.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs,atheism,f,scorpio,no,"english (fluently), japanese (fluently), chinese (poorly), french (poorly)",single,stem
30.0,fit,mostly anything,socially,never,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (fluently)",single,non_stem
28.0,curvy,mostly anything,socially,never,graduated from college/university,white,67.0,60000.0,"palo alto, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,english,single,non_stem
29.0,fit,mostly anything,socially,sometimes,graduated from college/university,white,67.0,40000.0,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,agnosticism and very serious about it,m,libra,no,english (fluently),single,non_stem
67.0,fit,mostly anything,rarely,never,graduated from masters program,white,65.0,60000.0,"emeryville, california",has kids,straight,likes dogs,other,f,libra and it&rsquo;s fun to think about,no,"english, french, danish",single,non_stem
41.0,fit,strictly anything,often,never,graduated from two-year college,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,atheism and somewhat serious about it,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly), french (poorly)",available,non_stem
27.0,average,strictly anything,socially,never,graduated from college/university,black,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,gemini and it&rsquo;s fun to think about,no,"english, french, spanish, portuguese",single,non_stem
37.0,average,mostly anything,socially,never,graduated from college/university,white,70.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,has dogs,other,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,non_stem
26.0,athletic,mostly vegetarian,socially,never,graduated from masters program,indian,67.0,100000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), hindi (fluently)",single,stem
26.0,average,mostly anything,often,sometimes,graduated from masters program,white,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes cats,atheism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single,stem
38.0,overweight,mostly anything,rarely,never,graduated from college/university,white,74.0,30000.0,"pleasant hill, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity but not too serious about it,m,virgo but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
35.0,average,mostly anything,socially,never,graduated from college/university,pacific islander,62.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,m,cancer,no,english,single,stem
36.0,fit,mostly anything,socially,never,graduated from college/university,white,73.0,70000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs,other,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), chinese (okay)",single,stem
26.0,average,anything,often,never,graduated from college/university,white,68.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism,m,aquarius but it doesn&rsquo;t matter,no,english,single,non_stem
31.0,athletic,mostly vegetarian,socially,sometimes,graduated from college/university,white,72.0,100000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,taurus,no,english,single,stem
39.0,curvy,mostly anything,socially,sometimes,graduated from masters program,white,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other and laughing about it,f,libra and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (okay)",single,non_stem
30.0,fit,anything,socially,never,graduated from college/university,white,62.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism,f,libra and it&rsquo;s fun to think about,sometimes,english,single,non_stem
28.0,average,mostly anything,socially,never,graduated from high school,white,73.0,100000.0,"palo alto, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), swedish (fluently), spanish (poorly), french (poorly), german (poorly)",single,stem
28.0,curvy,mostly anything,socially,never,graduated from ph.d program,"asian, native american, white",62.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,agnosticism,f,scorpio and it&rsquo;s fun to think about,no,"english, sign language (fluently)",single,non_stem
47.0,curvy,mostly anything,socially,never,graduated from masters program,hispanic / latin,66.0,60000.0,"berkeley, california",has kids,straight,likes dogs and likes cats,buddhism and somewhat serious about it,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",available,non_stem
46.0,athletic,anything,not at all,never,graduated from masters program,black,66.0,60000.0,"emeryville, california",has a kid,gay,likes dogs and likes cats,other,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), sign language (okay), spanish (poorly)",single,non_stem
45.0,athletic,strictly anything,socially,never,graduated from college/university,black,68.0,100000.0,"hercules, california",has a kid,straight,likes dogs,christianity but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,english,single,non_stem
