x.1,x.2,x.3,x.4,x.5,x.6,x.7,x.8,x.9,x.10,x.11,x.12,x.13,x.14,x.15,x.16,x.17,x.18,x.19,x.20,x.21,y
-0.9197,1.2481,1.377,3.5119,5.0916,4.4734,5.2237,5.6778,2.4405,3.2182,2.7131,2.0496,0.6505,0.1964,-0.3207,1.4955,0.4781,0.3498,0.0807,-0.3174,0.6467,3
-0.2894,1.1348,1.9516,2.3917,4.2647,6.5292,5.2337,4.2066,3.4578,2.833,0.6068,2.2134,0.5974,1.1822,3.3577,1.3328,0.2868,0.9511,-0.0743,-1.1951,-0.5092,3
0.7149,2.06,-0.1522,2.9477,3.2142,5.2185,7.2485,4.6869,5.3459,3.0965,2.0476,1.316,0.3774,-0.2725,-1.4902,2.0158,-0.2704,0.0681,2.1712,0.6269,-0.1675,3
-1.9172,-0.4657,0.8695,0.6548,2.6672,5.1933,4.7844,2.3511,1.8509,2.2885,1.027,4.2358,0.0377,1.716,1.667,0.2427,1.8685,1.386,0.8081,-0.1882,-0.9393,3
-0.1366,-0.9444,1.91,0.5775,0.8243,3.5921,3.883,2.5369,3.1031,1.9655,1.7734,2.507,1.5849,3.6371,2.9038,0.7008,1.6434,0.6993,1.2888,1.0577,-0.696,3
-0.7018,0.8642,1.204,0.9126,4.2282,4.422,4.4023,5.0641,2.3924,3.6488,1.2153,1.5956,-2.226,-0.1819,0.4952,-0.2479,0.9021,0.6006,0.3402,1.5446,1.1457,3
0.071,0.7898,2.5982,0.0021,1.8169,3.3476,0.9117,0.6529,0.2057,-0.946,2.9705,0.145,3.1239,4.7092,4.8622,4.033,1.6062,1.9696,3.0325,0.4662,-0.0078,3
0.8363,0.4556,2.7409,4.2142,1.7046,3.8347,7.0453,3.1799,2.7667,3.3494,2.4618,1.7951,0.1422,0.1134,-0.8105,1.1561,1.8681,0.0332,-0.9571,1.5542,0.3114,3
-0.8263,1.762,0.7575,2.3539,2.8546,2.5901,3.9725,3.3868,2.1307,2.8645,1.1548,1.1714,0.7088,0.0789,1.5709,2.5294,0.2417,-0.0064,0.5145,-0.6538,-0.8576,3
2.0794,2.0968,2.4011,2.3038,3.0737,2.9483,3.7244,2.5612,3.6632,3.7702,2.966,2.099,0.6167,1.3384,1.2601,2.8062,1.1719,1.0532,0.2772,0.3409,-1.3616,3
0.8206,2.0992,1.5258,0.421,1.9945,3.4197,5.4072,3.9812,2.6554,3.863,0.8916,3.4394,-0.4141,0.7095,1.52,0.3948,1.3691,1.096,1.4563,0.6208,0.5659,3
0.1186,0.5662,1.9219,2.3922,2.5181,3.0755,3.7858,2.4942,2.692,1.2852,1.2519,2.2697,1.8646,0.147,1.073,1.7377,2.7798,0.7446,0.0623,0.9912,0.752,3
-0.7811,0.9644,1.5166,1.7325,1.1021,3.6124,3.5312,3.0625,2.5218,3.8419,3.0351,2.0859,-1.2837,2.1654,3.2948,0.2017,2.9263,0.9205,1.1948,-0.2202,-0.4943,3
-0.7389,0.4689,1.4868,-1.5687,0.5608,0.2147,1.0138,2.4507,-0.7001,1.1922,0.2618,1.2628,4.652,5.4222,3.8796,2.7984,2.0174,1.4876,0.9762,1.2917,-0.7222,3
0.4005,0.5513,2.6931,1.3774,2.8321,4.2687,4.8818,3.4224,3.781,2.0274,1.0658,1.1386,0.7552,2.0651,0.7307,1.0964,3.645,0.8072,0.5839,-0.2478,0.583,3
0.8557,-0.1436,-0.0363,-0.8281,2.8404,2.0054,4.0867,1.9369,1.1499,1.988,1.8427,2.382,2.6567,3.1519,3.7663,2.8337,2.0828,2.5929,2.5059,0.7192,0.5535,3
0.527,0.599,1.3157,1.5706,1.0441,1.964,2.2234,3.7938,2.569,4.3418,3.5579,0.9162,2.2186,-0.6434,4.3346,3.9828,0.9057,2.3193,1.605,-0.8808,-0.1778,3
1.0546,0.0203,0.8265,0.0342,1.5371,0.8295,-0.1121,0.9336,-0.1239,1.6184,3.2904,2.5112,2.7853,4.3378,4.7864,4.8209,2.3677,2.0177,1.0037,1.2575,1.9605,3
-0.0943,-0.6677,1.5427,1.1299,0.6895,2.0644,-0.0295,1.2329,1.0387,1.4502,3.3129,1.9605,3.3221,4.0684,5.382,2.8584,0.2901,3.0633,1.9663,1.1954,-0.6581,3
-1.3107,0.3057,1.5607,-0.618,-2.3019,2.7016,-0.1027,-0.8042,0.0275,1.3839,0.9649,0.7829,3.6431,5.3518,4.9955,6.2392,3.7913,1.2077,2.9369,2.4194,0.2985,3
1.4736,-0.7148,1.2101,1.5826,3.4021,0.7225,2.5334,1.2472,1.4871,2.2399,0.6127,2.8706,1.894,0.9289,3.3356,2.1392,1.1892,3.3245,1.7008,-0.7117,1.6538,3
1.0276,0.3307,0.3939,0.3898,-0.0168,1.0543,0.4185,2.0994,1.2283,2.8708,3.5846,4.1187,2.7614,3.7892,5.7471,5.5331,5.1594,3.7013,0.7703,0.7225,-0.0926,3
-0.502,-0.1585,1.0662,1.0056,0.9155,0.8463,1.7664,2.1563,2.8583,0.4192,1.0994,1.7285,4.2062,1.7461,1.7394,3.2128,4.8613,0.6342,2.3812,1.6448,-0.1475,3
-1.1114,1.128,1.0723,1.6316,1.0562,4.8566,4.1451,3.4308,4.5986,1.3059,0.7987,0.8724,1.8405,2.1873,1.9731,3.3459,2.4305,1.2672,1.5144,-0.636,1.4372,3
0.5997,1.3335,2.1268,1.2265,1.4572,3.3203,3.3514,2.1533,3.3546,1.4585,2.1154,2.8517,3.1769,1.8921,4.2949,0.4848,5.0884,1.5785,0.1853,0.6868,0.0456,3
0.3908,-0.0938,-0.4911,1.6499,2.7466,2.6259,4.2965,2.9318,1.4701,-0.4873,1.8901,1.4894,0.4114,3.7401,3.2112,2.9097,2.5861,0.7135,-0.0724,1.664,-0.2623,3
0.3037,-0.0992,2.1741,1.9057,1.2003,3.4874,4.7016,3.6431,2.8711,1.407,2.1242,1.5447,0.8482,2.3162,2.1425,2.939,0.9129,0.7437,0.4708,-2.2706,-0.6612,3
2.9509,-1.417,1.3,1.6874,-1.7789,1.4682,0.3446,1.6599,-0.7917,0.7553,1.6273,2.1165,4.984,3.5926,5.1578,5.3253,3.5583,3.3998,2.5303,0.9254,-0.7486,3
-1.3331,1.7007,1.91,1.7741,2.8098,1.987,1.6927,1.4279,1.5676,2.659,2.5496,2.349,1.5488,2.4433,3.548,2.7955,3.0285,1.7757,1.7999,0.9362,0.2753,3
0.6537,0.2862,0.0946,2.1468,1.4796,1.0618,0.3053,1.1933,2.5164,1.4679,1.9552,3.0197,3.1927,2.8184,3.4297,3.7035,2.7034,1.9797,2.9072,0.4595,-1.4125,3
-0.5267,2.6661,1.6621,3.2502,3.9887,3.7514,5.3889,2.7725,2.7237,3.9403,3.0977,3.11,0.6177,0.8999,0.7942,0.0446,-0.0396,0.9406,-0.7393,-2.2735,-0.673,3
0.7165,0.0498,0.2266,1.9904,2.1907,2.464,4.2885,2.516,0.5914,1.1402,3.758,1.9048,0.9116,-0.1228,-0.0143,2.6041,1.5136,2.3337,-0.6151,-0.3172,1.2173,3
0.3732,0.107,-0.285,1.5034,-0.3608,0.9427,0.3909,0.7692,0.921,1.7987,4.6224,4.0039,2.2281,4.3985,6.2396,4.2656,3.0128,2.7548,1.7757,-0.0536,0.1414,3
1.1161,0.3664,1.7068,1.5772,1.8293,-0.5672,3.3458,3.0427,1.4295,1.5672,2.0287,1.6398,2.3377,4.3299,2.7282,3.0755,2.3964,3.004,1.6297,-0.032,-1.1909,3
0.1493,1.3302,1.6469,2.8392,4.0447,4.5735,4.6984,4.2895,3.89,2.9122,1.468,1.6459,-0.6446,1.5262,0.3979,-0.0702,1.457,1.8943,-1.8793,-0.3174,-1.1468,3
-0.7996,0.9017,1.4369,2.2849,3.0028,4.6525,4.0594,3.9913,5.6513,3.0157,2.3697,1.5944,0.9423,0.2579,0.2059,0.1775,-0.4947,0.0187,-1.3351,-0.2502,-0.7428,3
0.9972,2.6791,1.8453,2.5122,1.1108,3.1822,5.9242,2.6257,2.3254,2.1225,1.4806,2.1377,2.7983,1.9628,2.2291,1.3722,0.0408,0.6491,1.064,2.1915,0.1466,3
1.1242,-0.7864,1.236,1.5524,2.0753,0.9349,1.9617,-0.3272,-0.002,0.7582,2.6322,3.1744,2.7269,4.0527,3.3954,2.7563,4.0691,1.375,1.4463,0.5221,0.8651,3
0.7919,2.0574,2.337,1.1209,3.2009,3.0702,4.7272,4.559,1.9639,3.1673,1.9288,1.9681,2.3679,3.2818,5.2415,1.469,1.6419,1.6156,1.2307,1.8656,-0.1153,3
0.6491,0.6533,1.6195,2.0119,2.9311,3.45,3.0318,2.8238,2.3358,2.3838,2.4364,2.8864,1.0209,1.1772,0.1894,3.5115,1.9702,1.8732,0.6812,-0.6767,-0.6409,3
-0.0217,1.7051,-0.1027,-0.0397,-0.0706,2.0694,3.5065,1.8874,1.9744,1.3435,1.6296,1.6319,3.9079,1.4069,4.9511,2.2143,3.4227,1.5076,1.8402,-1.2082,1.7044,3
0.8154,0.876,0.7912,1.5794,3.4879,3.0509,4.2512,3.7781,3.9573,1.1189,1.8874,1.3588,-0.1443,0.1149,1.3243,1.5994,1.752,1.9663,0.604,0.3133,0.4154,3
-1.2122,0.9796,1.4593,0.7008,1.4777,2.3501,1.452,1.4357,-0.7782,3.3994,2.2999,2.3932,2.8831,2.6882,2.7745,2.4626,0.8746,1.5994,2.7136,0.7619,0.6182,3
1.9657,1.3128,-1.3767,2.3224,2.4462,2.0771,3.9819,5.8721,2.1791,1.4997,1.751,2.5897,2.9432,1.7496,1.3215,2.6978,2.1682,0.7122,0.6514,0.4423,-1.0531,3
-0.1808,0.4589,2.4037,2.5191,2.8721,4.9325,5.5201,5.235,5.3299,2.5431,3.2325,0.5877,0.8593,0.5557,2.1801,0.045,-0.3258,0.765,-2.348,1.6043,-0.0415,3
0.0547,0.5204,0.9506,3.9464,3.3041,3.1913,5.9888,2.6321,3.3344,3.8653,0.2394,0.0741,0.1698,0.1554,1.6829,0.7417,-1.1453,-0.5031,0.5292,0.5682,0.1092,3
2.144,0.5341,-0.3202,-0.3092,3.4341,3.0799,4.9209,1.7034,1.8522,1.4733,1.1854,1.7903,3.7933,2.1997,3.0208,2.2994,3.2223,1.9149,0.1335,-0.0308,-0.5364,3
-0.1662,0.2081,1.3345,0.3222,2.8131,1.602,1.7941,1.5618,0.2613,1.2355,1.1497,4.2426,3.7026,3.4296,5.5146,2.8748,3.1251,2.2772,0.2512,1.6553,-0.2603,3
-0.4656,0.5145,3.1094,2.9821,1.6157,3.1414,5.4743,6.3837,4.2079,1.4614,2.7844,1.1473,2.005,-0.2713,2.0591,-0.62,-1.1854,0.4578,-1.4849,0.7052,0.4256,3
0.8687,-1.226,3.2764,1.652,1.5793,2.8637,2.3996,1.0658,-0.0541,2.1565,2.8039,1.2772,2.1686,5.3486,5.3411,4.8995,2.3869,2.9203,1.0448,1.2873,2.1013,3
0.2603,2.1571,2.7437,1.0099,4.3679,3.1422,3.5731,4.7024,1.1518,2.7377,2.5974,2.9786,0.3656,2.2072,1.8632,2.8451,-0.0468,-0.2062,-0.2976,1.4699,1.0966,3
0.385,-0.3264,1.9232,1.6535,1.9938,1.4423,5.0146,4.0917,4.6773,2.0466,1.452,3.2434,0.7689,2.0002,2.6027,-0.2878,-0.5439,0.7391,2.6239,0.1492,-0.2415,3
-0.0605,1.566,-0.4598,1.9771,1.3109,0.7796,2.7779,1.2563,1.7303,2.2325,1.6016,4.4095,2.6713,1.3882,1.4264,3.4118,2.5809,0.6469,2.2265,-0.5506,1.0952,3
2.6157,0.4561,0.8628,1.7654,2.3958,2.404,4.7536,2.3114,2.2141,3.079,2.2832,0.6581,1.6848,2.8265,1.7406,3.5991,1.4077,1.3402,1.6292,0.0606,-0.6793,3
1.1215,1.6191,1.7151,-0.0676,1.9938,4.2064,4.4897,2.6489,3.9062,3.6832,2.175,0.3045,1.0442,0.1932,0.7659,-0.1301,0.066,0.0758,0.9992,0.9978,2.888,3
-0.6772,0.5967,2.804,1.7696,3.2031,3.9531,3.8272,4.5026,3.7809,0.8346,2.0107,1.7657,0.3812,0.4063,-0.7635,2.3813,-0.7485,0.2571,0.2401,-0.1314,0.5466,3
-1.721,-1.3707,1.0713,0.7834,2.324,2.2662,4.6375,4.2303,2.4568,3.6389,2.3839,1.9182,2.6448,2.704,3.4295,2.8426,1.9923,1.8853,2.4183,0.0741,0.4324,3
1.2504,-0.0058,-0.7315,1.0557,0.654,0.1487,0.9974,0.7419,2.0113,1.802,2.9537,2.3204,2.1826,3.9637,4.8332,2.5861,2.0081,1.8448,1.6523,-1.625,-0.978,3
0.9075,0.0386,-1.6208,-0.4669,1.2945,0.418,-0.0555,-1.9214,1.2548,1.0566,2.3718,3.6725,5.1766,4.5456,6.3155,4.9272,5.7146,2.165,2.3646,0.173,1.8335,3
0.3856,0.2338,0.6186,1.4757,1.5986,3.7829,2.3336,2.4834,1.9257,1.7295,2.1072,1.5734,0.8052,2.5202,3.7176,2.5632,0.3136,2.8043,2.895,0.3668,-1.5041,3
-0.3842,0.3001,1.5844,-0.1824,-0.5217,-1.1816,1.8046,-0.1938,1.053,0.6816,0.347,4.5729,6.2371,3.1717,6.1153,6.0672,3.1544,3.2028,2.2864,-0.0059,0.925,3
2.0296,-0.9813,0.3278,-1.0399,-0.2594,2.8255,0.1437,0.1095,0.2987,-0.7578,3.1079,2.2894,2.8186,3.9627,5.172,2.4287,4.4828,2.1914,1.8552,3.1164,-0.5695,3
-0.6349,-0.6586,0.6963,-1.1477,2.9794,1.3693,1.6108,0.063,-0.6401,-0.9233,2.1883,1.3575,3.4196,5.2816,5.8137,2.9594,4.5064,1.9968,0.8839,1.7544,0.5765,3
0.7832,0.9794,3.076,1.4029,2.2677,0.8953,2.212,1.3373,1.6803,1.7027,3.1625,2.0698,2.7775,3.2853,2.5646,3.645,2.5,0.956,1.2722,2.2749,1.8005,3
1.8826,0.1421,0.1969,1.1615,3.0564,1.5162,1.6751,3.7232,0.8705,0.1534,3.1506,4.3039,3.714,1.5027,3.3228,2.0038,0.9483,0.9734,0.5914,0.6146,-0.5678,3
0.959,2.022,3.1748,1.5059,4.1232,2.3827,6.7113,3.4143,0.8913,3.4787,1.1469,0.7852,-0.3446,1.3944,1.36,2.7391,1.5475,1.0062,0.7496,1.0116,0.2592,3
0.2633,1.1432,2.1994,3.3097,3.428,3.791,6.5015,4.4408,4.0381,1.931,0.997,1.5638,-0.266,0.7797,-0.5232,1.0877,0.9288,-0.3183,0.5072,-0.5511,-1.2944,3
0.4096,1.8819,1.6993,2.4498,5.3317,3.8437,5.1124,4.5181,4.0139,1.7069,2.6427,0.5844,1.027,3.0156,1.7691,0.5054,1.3213,1.7574,-1.2987,0.3751,1.2525,3
0.5588,0.0547,1.4502,-0.2592,-0.179,0.6697,2.312,1.0118,0.2255,3.821,2.2505,2.7186,3.3548,5.2821,6.1068,4.0186,4.0961,2.3785,-0.1117,1.8612,-0.102,3
0.5101,0.5712,-0.5852,1.2394,0.3833,0.1564,1.845,1.2868,3.2604,1.4502,1.1241,2.1332,1.442,2.651,4.068,3.9835,2.0723,1.5809,2.9429,-0.2442,1.4836,3
0.1358,0.4195,0.1425,1.7896,0.413,1.0464,1.2965,1.0857,3.4912,2.2288,0.7845,2.2247,3.4509,4.6234,3.6079,2.9582,2.2719,4.1604,1.9813,0.5683,-0.3319,3
1.1129,0.2403,1.8793,1.7745,1.1216,1.0373,1.5063,0.9388,1.1038,1.3132,1.1849,1.8556,3.3183,2.7366,4.3371,4.5879,1.3848,2.3753,2.3748,1.9423,-0.3128,3
0.9792,0.8749,2.3205,3.9198,4.7542,5.0688,4.5682,4.7715,3.4408,3.8321,2.9165,-1.1965,-0.1625,0.4002,1.4973,2.8906,0.1224,1.1692,0.051,-1.0169,-0.8237,3
-0.9348,-0.7335,-0.659,-0.5226,1.3769,0.7661,-1.1932,-0.8171,0.4886,1.7036,0.8552,1.3223,5.2731,4.6606,6.2982,3.361,4.7106,2.2157,3.1126,-0.3047,0.0724,3
0.4712,0.3541,2.3147,3.1165,5.0881,1.8801,5.0857,3.6294,2.3299,3.723,2.9631,0.9499,2.878,1.4995,0.5458,1.0005,0.8573,-1.0705,1.4734,-0.7296,1.949,3
-1.0226,0.8224,-1.1458,-0.5767,-0.871,0.6619,0.7624,2.2591,1.2596,1.2316,2.6595,1.5848,3.6788,3.4681,5.6638,5.5349,4.0735,2.3081,3.019,0.6546,0.2194,3
0.9934,-0.2022,-1.0907,1.0535,0.1013,1.5094,3.5252,0.4136,-0.8026,1.0593,3.191,1.1963,3.4842,3.2876,5.6725,6.0425,3.7078,4.4944,0.7017,1.9553,0.4413,3
-0.7171,1.8216,-0.4932,1.2713,0.9537,-0.876,3.1853,2.5079,0.7402,0.9995,1.9743,0.536,3.5378,4.1916,5.6782,3.6157,3.1413,3.132,1.7078,0.7372,-0.931,3
1.8791,0.7313,1.3702,2.5348,0.9012,3.574,4.2043,3.8737,2.5858,0.1283,0.7452,0.9047,1.6978,1.9215,2.9875,1.8336,1.1377,1.368,1.1905,-0.4762,0.643,3
-1.0181,1.943,2.4033,2.0124,4.1971,1.5518,3.4243,3.3569,1.6644,2.573,0.6447,0.3638,2.392,1.6077,2.0518,3.0257,1.797,0.5015,0.3415,0.1599,1.7984,3
-0.7071,2.6637,-2.553,2.3892,3.5323,2.1015,3.8826,2.6481,1.2291,2.0314,1.8925,4.0195,1.7643,2.9236,3.0287,0.9878,0.5588,-0.3018,-0.1881,-0.7993,-0.1954,3
1.8095,0.4273,0.7729,-0.741,0.9201,-1.2732,1.7099,0.2313,1.0161,2.2993,3.1482,2.9989,2.6186,2.3939,3.9919,1.0382,2.3317,1.9385,0.1893,1.2558,1.5493,3
0.1405,1.7924,0.8449,-0.0931,0.2672,0.1317,2.2066,0.3169,1.3371,0.7653,1.4966,1.1672,3.5722,2.3258,5.3384,5.2095,4.6043,3.1131,2.2059,2.8614,-2.1087,3
-0.329,-1.1564,0.9157,-0.5053,1.3621,1.098,0.4279,0.8596,0.6547,0.3988,2.6178,2.6049,2.8281,4.0708,4.4061,3.6469,3.3864,3.1963,2.3957,1.8667,-0.6854,3
0.7463,0.0582,-0.2184,3.3381,2.7525,3.6433,5.9017,3.4017,3.7708,3.4504,1.8726,1.4059,1.4687,1.2537,1.0362,0.7015,1.5765,-0.0787,-0.9458,0.12,-0.1431,3
-0.3578,-0.7475,0.3855,0.6661,-0.1128,0.9232,0.8291,1.1257,0.8026,0.6922,3.3006,3.3425,5.328,4.6528,6.0703,2.7627,4.1851,1.0542,3.5908,2.324,0.6858,3
0.5518,1.4396,1.4916,1.6905,3.6229,1.6312,2.9198,2.8337,2.2852,2.9986,0.6698,2.2698,2.3717,2.9932,3.4815,1.7415,2.7647,2.59,1.0038,-0.1504,0.9805,3
0.1294,0.0568,-0.6108,-1.3903,0.3574,1.4824,2.1479,1.5672,-0.5893,1.7375,1.3871,4.0485,3.7529,3.5562,7.4051,2.6677,3.4035,4.8186,2.0226,1.8458,0.2524,3
-0.9236,0.0201,1.8237,1.6033,3.3825,3.8645,3.1509,1.5932,3.1759,2.5852,3.0208,1.5331,2.4983,3.8828,2.0717,1.4071,2.9538,1.1883,1.8572,1.0205,0.0203,3
-1.3914,0.1096,1.2749,1.5569,3.0818,4.532,5.335,3.5416,3.3626,3.2649,1.9399,0.5374,1.5821,1.8492,2.9429,1.7803,1.4033,2.0017,0.2002,-1.0439,0.6325,3
0.9779,-0.1558,0.5696,1.1489,2.337,3.1104,3.562,1.139,-0.2963,1.4813,2.3619,2.2354,2.9906,3.4485,4.4212,1.3498,4.4571,2.8055,0.9206,-0.3457,-0.6379,3
0.1058,0.5752,0.7869,3.2849,0.9527,1.0692,3.5214,2.7773,3.242,1.2016,2.2399,4.5326,0.3126,1.838,0.9783,2.9076,3.2279,0.0815,0.1785,0.0735,-1.1792,3
-0.6512,-0.004,2.0342,1.163,0.8454,0.6118,0.9245,1.2996,1.2362,2.2809,0.6926,2.2281,3.4288,2.717,6.0296,3.4067,4.4458,2.6932,0.0629,0.5311,-0.461,3
0.247,1.0932,2.6289,2.5265,4.5826,3.8006,5.0722,4.767,1.1283,4.0547,1.2937,-0.046,-0.1036,1.7951,1.7212,0.1783,0.7424,-0.3141,2.0239,-0.6037,0.5213,3
0.2765,1.89,1.4384,2.424,3.6317,3.586,3.0387,3.0986,4.4366,1.6413,2.5205,1.7119,1.2675,0.438,1.8107,0.7475,1.087,1.6056,0.588,-1.0382,0.6792,3
-0.5047,1.4293,2.8064,4.5294,5.5281,2.0094,4.6769,4.8997,4.3864,2.4511,1.9821,-0.9624,1.1262,-0.0553,-0.7835,-0.7936,0.547,-0.885,0.965,0.9618,0.4227,3
-1.2336,0.8153,-0.1462,1.1156,2.9085,3.4443,2.9102,3.5602,3.6717,3.3098,1.5771,1.3762,1.0185,3.3889,1.2525,3.8537,2.3406,2.3936,1.8471,0.5948,1.4193,3
-0.47,-1.0052,1.0276,-0.2951,1.518,2.016,-0.7627,-0.6358,0.8124,0.3064,1.7083,2.4339,2.5,4.082,4.6438,5.0627,4.5746,2.6393,1.0512,3.2002,-0.471,3
-0.1248,1.8805,0.3141,1.4587,3.0218,6.0562,4.5523,5.2945,4.7668,1.5876,0.8166,0.8413,-0.5551,0.9478,1.3694,-0.6393,0.9129,-2.4617,-1.6751,-1.2636,-0.5551,3
-0.9861,2.0757,-1.3501,-1.1936,1.1619,1.346,0.7743,1.3941,2.3818,1.6423,0.2266,2.9043,2.6696,3.7794,4.5243,3.3528,2.7264,3.0963,1.6573,-0.475,0.1885,3
0.6904,-0.3037,0.9308,-0.2612,2.9298,4.3355,4.1064,3.8539,3.6457,2.0987,2.3685,0.3506,1.1325,2.5296,2.834,4.6335,1.9411,0.8708,0.2278,-0.4357,-1.7818,3
-0.2409,-0.1414,-0.3886,0.2919,0.4976,-0.3667,-1.0528,-0.3472,0.4769,0.9106,2.076,4.8098,2.9875,7.0904,5.1698,4.1272,3.8217,3.9069,1.8822,2.5473,0.7817,3
-0.1966,-0.4307,0.8512,2.2372,2.4304,4.3035,5.3035,3.843,4.6968,2.6059,1.0138,1.6274,0.1021,2.1794,1.8481,-0.8707,-1.1039,0.9741,0.459,0.4444,0.6332,3
0.006,-0.6074,0.2355,2.2696,-0.0334,2.3111,2.7592,1.7304,0.9504,0.391,0.5975,1.2005,3.8873,2.8773,4.2632,2.4031,2.9217,0.3883,1.9217,1.4061,1.2231,3
-0.9087,-0.8266,1.2067,2.3172,-0.4148,-0.1991,1.2421,2.8557,1.1785,2.6162,1.3037,3.878,5.23,4.4706,5.402,4.1152,3.9645,3.3698,4.0371,1.9447,-2.5156,3
-1.5078,1.3163,0.1449,1.0162,1.0904,2.8166,4.8668,3.8925,2.0374,2.2947,2.6723,1.5149,0.6523,3.7638,2.7138,2.8143,2.7373,3.2381,3.2302,1.965,0.5686,3
0.8967,-0.1712,2.1112,1.189,-0.0491,1.1932,1.8879,-0.6222,0.4675,1.5149,2.1329,3.6607,1.5432,3.8095,6.0377,4.2465,3.5312,1.0362,1.1193,0.9351,-0.6463,3
1.4012,0.8679,1.0295,1.2435,0.7325,1.2515,3.1103,2.0414,2.8248,0.6653,1.412,4.9479,4.0626,3.8686,5.1379,4.6639,4.4632,0.8786,0.4341,-0.0839,-1.1567,3
-0.1307,0.9493,0.3272,0.2357,-0.5669,-0.7117,-0.0227,-1.6956,-2.0637,1.556,1.9284,3.1695,6.1649,5.6851,6.3922,5.4931,4.2236,3.9182,1.3635,1.4048,0.2113,3
1.2727,0.2399,0.1738,2.1517,2.8722,2.7022,1.1196,4.0944,3.679,0.6439,1.4571,2.1146,0.2551,2.3541,1.961,-0.167,1.9191,0.4443,-0.1779,-0.134,0.0138,3
-0.4205,0.6673,0.7261,2.2411,1.8388,1.7543,2.361,2.4894,1.7681,1.5112,2.0164,0.556,2.7459,3.1444,3.2548,2.2251,3.9678,2.3216,2.6027,0.4246,-0.026,3
0.0247,0.8782,0.5996,0.9946,0.5113,2.0322,1.5127,0.7349,0.9517,1.8032,2.8477,1.0699,0.341,3.7193,3.5124,2.5441,3.1022,0.8245,0.4986,-0.7701,1.0803,3
-0.6808,2.9598,1.6834,1.5337,4.2469,6.8324,6.675,5.4396,2.0936,1.0848,3.4342,0.3551,-2.49,-0.2763,2.4685,1.2848,1.2889,0.5294,0.4509,1.0985,2.1823,3
1.0786,2.2144,1.4807,1.2769,5.0216,4.9515,1.8627,2.638,3.3102,0.9277,1.8563,1.2258,-1.671,0.3956,0.8611,1.6158,-1.7107,0.7651,-1.6385,0.1361,0.58,3
-0.0927,-0.1865,-0.4731,0.1401,-1.4476,-0.1445,0.1141,-2.2464,-1.4247,0.6565,1.5262,4.6908,6.5513,5.5691,5.8842,5.0778,5.3823,1.6217,1.5364,1.7426,0.3445,3
1.3169,1.0907,0.0602,1.9786,0.4469,1.3868,3.321,2.3808,1.8441,0.9006,3.0557,0.2397,2.3016,0.8332,2.953,1.2566,1.0626,0.3147,0.4425,-0.0417,-0.5831,3
1.8322,1.5239,0.193,2.1902,1.1357,1.9181,2.4479,2.5527,1.0561,2.2309,0.496,0.7032,2.5416,4.0757,3.4958,0.2905,1.4473,0.792,-0.4767,0.4737,0.4646,3
1.0968,3.5197,-0.9334,1.0575,1.5852,2.2026,3.1122,1.6805,1.9214,3.067,0.7145,3.5859,0.1592,2.2062,2.918,4.2127,2.0699,0.6806,1.1607,2.2799,0.1664,3
-0.592,2.4468,1.533,0.6867,3.711,2.1784,3.8274,3.0866,2.7895,1.8974,1.5712,0.4305,0.7623,1.1715,2.4482,0.5919,3.7521,2.6717,1.1146,-0.3269,-1.4202,3
0.2406,0.0195,2.0086,2.021,3.3518,2.9788,3.5367,3.1763,2.7772,2.2413,1.8624,1.1455,3.5517,1.5501,3.2364,1.2199,3.376,0.5204,2.2119,-1.0083,-0.0529,3
0.2158,0.5067,1.6231,2.2497,2.8914,3.9364,4.9421,5.7743,3.2278,5.1024,1.8309,1.1637,2.1918,1.2013,1.5664,1.771,1.3472,0.9414,-0.1284,0.5105,-0.5529,3
-0.0627,-1.5498,0.775,3.0955,1.6833,3.9225,2.9303,2.3725,3.6468,1.5984,2.934,0.3483,2.288,4.8678,1.941,2.5033,1.1856,0.7338,0.1992,-0.7508,0.5119,3
0.9929,-0.8294,2.4879,2.9848,3.4754,2.1829,3.3133,2.7825,2.7211,1.3382,2.5981,1.3916,1.4907,2.2869,3.715,0.384,2.8549,0.6324,1.5182,1.0035,0.5413,3
0.7682,1.1663,2.7259,2.9707,4.0832,2.9893,4.5551,2.1358,4.1632,3.5586,3.164,2.4874,0.3543,0.2432,0.4594,0.0182,-0.8939,1.6293,0.1494,-0.9844,-0.0907,3
-0.8472,0.1008,0.3986,0.9617,-0.2513,-0.3061,-0.0844,-1.6334,2.4735,2.8415,1.589,3.0303,4.0443,5.0991,5.3741,3.6042,3.6719,2.9393,2.8279,1.7193,-1.3497,3
0.1098,0.5208,1.5616,4.3217,3.4318,4.458,4.7345,4.5949,4.6447,4.0002,1.2729,2.6874,-0.4553,-0.3316,-0.4376,0.4964,-0.2338,-0.3869,-1.136,0.1199,-1.5719,3
0.7321,-2.3208,1.4139,2.1846,3.1223,2.613,2.7777,3.9262,2.6389,1.3453,2.5648,2.0524,2.0852,3.4045,3.3091,3.2847,3.322,3.1587,1.1693,-0.6528,-0.683,3
-0.0076,0.038,0.8951,5.0696,4.0164,5.7257,6.9335,4.8909,2.721,4.4727,0.8387,0.4746,1.6746,-0.0578,0.5571,-0.6403,0.4682,2.0484,0.4615,-1.0483,-0.4489,3
