Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
1551,9.8,0.1,6.5,5.5,2.1,3.24,High
181,6.0,0.0,5.7,5.4,6.9,2.95,High
1200,9.3,1.7,9.8,1.4,1.8,3.12,High
1397,7.4,2.8,5.3,1.2,7.3,3.25,High
830,9.1,3.3,7.9,1.3,2.4,3.35,High
1964,9.5,0.9,9.5,1.3,2.8,3.24,High
352,9.3,3.4,9.6,0.4,1.3,3.28,High
1586,8.7,2.5,9.0,1.6,2.2,3.53,High
1067,9.6,1.8,5.2,2.2,5.2,3.55,High
1332,9.7,3.3,9.2,0.5,1.3,3.18,High
607,8.8,1.6,8.3,1.4,3.9,3.26,High
470,10.0,3.5,8.1,1.4,1.0,3.44,High
1448,8.6,3.6,5.6,5.9,0.3,3.21,High
1163,8.8,0.8,8.5,0.1,5.8,3.61,High
1464,8.7,3.9,5.4,0.3,5.7,3.42,High
1973,7.9,2.8,5.5,4.9,2.9,3.03,High
214,9.4,3.8,9.3,1.2,0.3,3.33,High
970,9.6,0.0,7.8,4.4,2.2,3.38,High
640,9.4,2.3,8.2,0.6,3.5,3.62,High
996,9.7,0.9,6.6,4.5,2.3,3.5,High
1530,9.1,0.9,7.6,4.8,1.6,3.08,High
1807,6.4,0.4,5.6,1.7,9.9,3.21,High
747,8.7,3.3,5.7,5.0,1.3,3.55,High
1915,8.8,2.5,6.2,0.0,6.5,3.29,High
995,9.9,1.5,9.0,1.6,2.0,3.44,High
913,6.7,3.3,5.0,1.8,7.2,2.85,High
835,5.4,1.8,5.8,1.1,9.9,2.71,High
1169,8.3,4.0,6.3,3.6,1.8,3.36,High
1364,8.8,0.4,9.8,4.5,0.5,3.12,High
1000,8.5,1.6,7.5,0.0,6.4,3.63,High
1060,8.1,0.3,5.6,0.3,9.7,3.25,High
1457,6.6,2.5,5.3,0.1,9.5,2.6,High
252,9.9,1.3,5.9,4.7,2.2,3.57,High
1916,9.5,1.6,7.6,2.5,2.8,3.7,High
862,8.7,0.1,7.9,5.6,1.7,3.3,High
519,8.2,3.9,9.2,0.1,2.6,3.26,High
1710,8.2,2.2,5.1,4.2,4.3,3.48,High
598,8.7,2.4,8.4,0.4,4.1,3.16,High
1309,9.8,0.3,7.7,1.8,4.4,3.23,High
802,5.7,2.5,5.6,3.5,6.7,3.08,High
1537,8.2,1.0,9.7,0.9,4.2,2.81,High
384,6.7,3.6,5.1,4.0,4.6,3.18,High
1821,7.4,3.8,5.6,5.7,1.5,3.27,High
1367,8.6,0.2,9.3,2.7,3.2,3.11,High
841,5.8,0.5,5.6,3.1,9.0,2.73,High
1228,9.4,2.1,8.9,2.0,1.6,3.43,High
669,5.2,1.7,5.4,3.6,8.1,2.55,High
1909,7.5,0.1,5.0,1.4,10.0,3.07,High
842,9.9,2.7,9.7,0.2,1.5,3.23,High
151,7.3,3.8,5.8,3.5,3.6,3.58,High
61,8.3,1.1,9.8,3.5,1.3,3.67,High
552,9.1,3.3,6.7,3.4,1.5,3.4,High
1378,9.5,3.9,9.3,0.1,1.2,3.28,High
95,8.5,2.1,6.5,4.9,2.0,3.1,High
1283,9.1,1.7,8.0,0.5,4.7,3.23,High
1268,9.5,3.6,8.4,2.1,0.4,3.11,High
569,9.2,0.0,8.5,5.8,0.5,3.08,High
304,6.4,0.3,5.4,5.4,6.5,3.29,High
1131,5.5,3.9,5.9,3.9,4.8,2.99,High
327,5.3,4.0,5.3,4.2,5.2,2.67,High
959,5.9,1.7,5.8,4.2,6.4,3.32,High
125,8.2,2.3,6.8,5.9,0.8,2.95,High
258,9.5,1.7,6.4,3.6,2.8,3.42,High
1829,8.7,1.6,6.3,2.3,5.1,2.87,High
1127,8.2,2.2,5.6,2.3,5.7,3.28,High
1658,8.7,2.0,5.3,4.3,3.7,2.96,High
1460,8.6,2.7,7.4,3.4,1.9,3.45,High
625,9.0,0.3,7.4,3.4,3.9,3.64,High
1325,7.8,3.1,5.7,1.4,6.0,3.14,High
501,6.9,3.9,5.4,4.1,3.7,2.55,High
817,8.3,1.8,8.2,0.4,5.3,3.33,High
546,6.1,0.2,5.2,1.1,11.4,2.72,High
398,9.1,1.5,8.9,4.3,0.2,3.21,High
425,8.7,0.2,9.5,4.8,0.8,3.5,High
1463,8.8,2.2,9.4,1.9,1.7,3.85,High
529,7.5,2.7,5.4,1.6,6.8,3.09,High
1101,8.8,3.7,9.7,0.3,1.5,3.39,High
1810,8.2,1.9,7.5,2.6,3.8,3.13,High
448,8.2,3.7,8.1,3.5,0.5,3.23,High
1100,8.2,1.7,7.2,1.9,5.0,3.38,High
1004,8.5,0.3,9.3,2.8,3.1,3.26,High
138,7.9,3.4,5.7,4.8,2.2,3.15,High
186,8.3,3.7,8.7,0.7,2.6,3.77,High
71,9.1,1.1,5.6,4.2,4.0,3.54,High
465,9.8,1.6,6.9,1.9,3.8,3.23,High
368,8.4,3.2,6.3,5.0,1.1,3.5,High
653,8.7,3.2,9.3,2.8,0.0,3.1,High
1884,8.6,2.2,7.1,3.4,2.7,3.18,High
1584,9.3,2.0,5.7,4.2,2.8,3.51,High
149,8.6,2.6,8.5,2.3,2.0,3.14,High
161,5.1,2.7,5.9,5.8,4.5,2.71,High
1545,8.7,3.1,7.5,1.4,3.3,2.99,High
159,6.1,1.8,5.7,1.1,9.3,2.38,High
706,8.4,2.3,9.6,1.4,2.3,3.41,High
1814,8.1,0.8,7.3,4.3,3.5,3.12,High
824,9.1,0.3,7.4,3.8,3.4,3.66,High
1058,5.8,0.4,5.7,5.3,6.8,3.0,High
1316,6.1,0.8,5.2,3.9,8.0,2.56,High
1003,9.0,3.5,7.3,2.0,2.2,3.43,High
547,9.3,1.1,9.8,2.2,1.6,3.79,High
15,8.9,0.3,6.8,0.7,7.3,3.4,High
1652,5.3,1.3,5.7,4.3,7.4,2.79,High
202,9.7,3.2,10.0,0.4,0.7,3.67,High
190,9.0,2.8,6.4,3.4,2.4,3.24,High
531,7.2,0.8,5.2,5.1,5.7,2.99,High
1622,7.3,1.7,5.8,2.6,6.6,3.07,High
946,9.0,3.8,8.1,2.3,0.8,3.55,High
1751,9.5,0.1,9.7,3.8,0.9,3.57,High
511,9.5,1.1,6.8,0.3,6.3,3.43,High
482,9.0,1.1,6.1,5.7,2.1,3.07,High
1418,6.0,0.8,5.1,5.4,6.7,2.54,High
1907,7.4,3.5,5.2,3.9,4.0,3.26,High
599,9.8,3.4,9.0,1.5,0.3,3.49,High
782,8.1,3.0,6.1,0.4,6.4,3.37,High
1766,8.3,1.5,8.6,1.9,3.7,2.86,High
1062,9.2,2.8,5.6,4.4,2.0,3.5,High
224,8.2,1.0,8.2,3.2,3.4,3.24,High
1347,9.7,2.1,8.4,3.0,0.8,3.51,High
449,8.6,0.5,9.5,0.4,5.0,3.06,High
1689,9.6,0.5,5.5,2.0,6.4,3.19,High
1011,9.9,0.2,5.5,4.3,4.1,3.32,High
22,9.6,3.2,8.2,2.6,0.4,3.34,High
648,6.8,1.7,5.2,1.6,8.7,2.91,High
360,9.0,0.8,7.8,4.4,2.0,3.18,High
1213,9.6,3.9,7.7,1.3,1.5,3.47,High
157,9.0,0.0,6.7,2.4,5.9,3.51,High
1780,9.2,3.0,5.3,6.0,0.5,3.77,High
979,8.8,1.1,6.6,5.5,2.0,3.32,High
1898,8.7,3.0,8.3,0.9,3.1,3.1,High
434,8.7,2.0,8.2,0.4,4.7,3.42,High
575,9.5,0.0,8.4,0.3,5.8,3.07,High
375,6.7,0.1,5.1,5.0,7.1,3.03,High
1942,8.2,1.2,5.1,5.3,4.2,3.19,High
1141,9.0,0.8,9.0,4.4,0.8,3.37,High
939,8.7,2.2,9.4,2.0,1.7,3.03,High
410,5.5,1.0,5.7,2.1,9.7,2.93,High
1725,9.3,0.9,6.1,1.2,6.5,3.29,High
1817,9.9,3.8,5.4,4.6,0.3,3.69,High
1587,8.9,1.8,9.7,1.8,1.8,3.63,High
324,9.8,1.7,6.6,3.0,2.9,3.58,High
1882,9.6,0.7,6.4,3.1,4.2,3.38,High
1065,9.2,3.9,9.9,0.1,0.9,3.48,High
1170,7.5,1.2,5.8,1.7,7.8,3.25,High
1023,7.7,1.6,5.8,5.9,3.0,3.15,High
1392,6.8,2.6,5.6,2.6,6.4,2.77,High
749,9.2,1.9,7.6,1.6,3.7,3.02,High
18,8.8,2.2,8.9,2.0,2.1,3.19,High
286,7.6,1.9,5.1,2.0,7.4,3.08,High
1873,8.2,3.0,8.4,0.9,3.5,3.52,High
1624,9.5,0.1,7.8,4.7,1.9,3.71,High
586,8.2,1.1,5.1,5.8,3.8,3.5,High
1760,8.5,2.8,7.5,4.8,0.4,3.06,High
1275,9.3,1.2,8.5,0.1,4.9,3.1,High
1552,7.7,3.3,5.5,5.7,1.8,2.99,High
1143,8.2,0.1,9.8,0.3,5.6,3.37,High
1777,8.8,0.8,6.7,4.9,2.8,3.53,High
1168,9.6,2.2,6.3,4.1,1.8,3.49,High
1881,9.7,3.2,8.5,0.0,2.6,3.19,High
1746,9.8,3.3,9.3,0.3,1.3,3.73,High
1742,8.7,1.6,6.8,2.4,4.5,3.42,High
1765,6.5,1.1,5.7,1.7,9.0,3.02,High
1266,9.5,2.3,5.4,2.7,4.1,3.67,High
1404,8.5,1.8,7.7,5.1,0.9,3.23,High
938,9.6,0.6,9.8,0.8,3.2,3.29,High
1690,7.9,1.8,5.2,1.9,7.2,3.07,High
413,8.4,1.3,8.4,0.4,5.5,3.32,High
716,8.3,3.0,8.8,2.3,1.6,2.92,High
1458,7.2,1.1,5.8,4.1,5.8,2.96,High
377,9.4,3.4,5.9,4.3,1.0,3.18,High
153,8.5,3.7,8.5,0.5,2.8,3.65,High
268,9.2,3.2,7.9,3.2,0.5,3.8,High
541,7.4,2.6,5.6,1.7,6.7,3.26,High
679,9.3,0.6,5.4,2.9,5.8,3.51,High
658,8.8,1.8,8.5,1.9,3.0,3.32,High
1015,9.4,3.6,6.7,2.6,1.7,2.81,High
697,9.6,0.2,6.5,1.2,6.5,3.5,High
84,9.1,3.8,9.9,0.9,0.3,3.08,High
1277,8.4,3.2,7.8,3.4,1.2,3.02,High
244,8.1,2.8,7.8,0.1,5.2,2.98,High
1153,8.2,0.9,8.6,5.2,1.1,3.03,High
554,7.1,0.2,5.6,4.6,6.5,3.13,High
1222,6.0,3.5,5.3,5.3,3.9,2.97,High
919,9.1,2.2,5.4,5.7,1.6,3.48,High
1569,8.6,2.7,5.1,2.5,5.1,3.54,High
5,8.1,0.6,6.5,2.2,6.6,3.51,High
1931,8.1,1.8,5.2,0.1,8.8,3.28,High
567,8.6,2.2,9.7,1.7,1.8,3.07,High
1400,9.7,1.6,8.5,2.1,2.1,3.87,High
1134,8.4,0.8,6.2,1.7,6.9,3.12,High
825,9.1,3.1,6.4,5.1,0.3,3.45,High
1585,6.0,1.8,5.3,5.0,5.9,2.88,High
1877,6.5,2.8,5.6,2.4,6.7,2.9,High
1695,8.2,2.5,7.8,5.4,0.1,3.4,High
314,8.9,2.8,5.2,1.8,5.3,3.3,High
231,7.1,1.8,5.8,4.8,4.5,2.86,High
1185,9.6,2.6,5.5,5.7,0.6,3.28,High
872,8.3,2.7,9.7,3.3,0.0,2.95,High
1114,9.0,2.4,9.4,1.3,1.9,3.61,High
1808,9.5,2.5,5.0,1.1,5.9,3.52,High
178,8.2,1.0,5.7,5.0,4.1,2.89,High
1928,5.5,3.0,5.1,1.5,8.9,2.66,High
333,7.7,0.9,5.1,1.4,8.9,3.15,High
666,9.2,3.2,9.8,1.0,0.8,3.55,High
500,8.9,3.6,7.2,3.9,0.4,3.51,High
1793,6.0,2.0,5.8,4.0,6.2,2.81,High
130,9.6,2.2,7.9,1.2,3.1,3.24,High
523,10.0,2.2,9.8,0.2,1.8,3.25,High
240,6.0,2.0,5.3,3.5,7.2,3.26,High
539,9.6,0.9,8.2,1.2,4.1,3.62,High
878,8.4,2.9,7.9,1.0,3.8,3.2,High
581,7.2,3.9,5.3,3.1,4.5,3.03,High
261,9.9,0.7,9.3,2.0,2.1,3.59,High
877,9.7,1.2,8.9,3.2,1.0,3.26,High
1660,9.4,2.0,6.6,4.5,1.5,3.46,High
1278,9.0,1.2,7.9,4.4,1.5,3.62,High
248,8.5,3.5,8.6,2.7,0.7,3.15,High
840,9.7,3.4,6.5,0.3,4.1,3.48,High
303,8.5,1.6,7.1,4.3,2.5,3.39,High
58,9.0,1.1,7.2,0.5,6.2,3.39,High
1335,6.7,2.5,5.2,1.1,8.5,3.11,High
353,8.8,1.8,9.2,3.1,1.1,3.45,High
1857,8.7,2.4,8.4,0.1,4.4,3.51,High
1272,6.7,3.0,5.8,0.8,7.7,3.09,High
1106,10.0,0.8,6.3,4.0,2.9,3.39,High
311,8.8,1.4,8.3,4.4,1.1,3.1,High
1181,5.6,3.9,5.1,4.8,4.6,2.7,High
257,9.3,2.3,7.2,3.8,1.4,3.61,High
315,6.3,1.4,5.4,5.6,5.3,2.58,High
17,8.6,2.6,9.4,1.6,1.8,3.36,High
1280,8.3,3.6,5.5,1.4,5.2,3.4,High
984,8.2,3.6,8.1,0.5,3.6,3.18,High
1293,9.9,0.2,6.8,2.9,4.2,3.09,High
143,9.5,2.5,5.6,5.6,0.8,3.13,High
1358,9.5,0.5,7.7,5.3,1.0,3.78,High
855,9.5,4.0,6.0,1.6,2.9,3.39,High
431,8.9,2.4,9.5,1.4,1.8,3.66,High
264,8.9,0.5,9.8,2.2,2.6,3.57,High
1577,9.4,1.3,7.9,4.6,0.8,3.34,High
423,8.5,2.2,5.5,1.5,6.3,3.27,High
396,9.9,3.1,5.1,0.4,5.5,3.17,High
383,5.3,2.0,5.2,0.4,11.1,2.31,High
1315,9.7,1.5,7.5,4.8,0.5,3.3,High
243,8.9,0.2,7.4,0.6,6.9,3.33,High
1999,8.1,0.7,7.6,3.5,4.1,3.04,High
1071,6.3,1.3,5.6,3.9,6.9,2.97,High
1469,10.0,3.0,8.2,1.0,1.8,3.81,High
789,9.6,1.6,5.7,4.3,2.8,3.49,High
340,5.3,2.1,5.8,4.4,6.4,3.11,High
82,5.4,2.8,5.4,4.9,5.5,2.86,High
1678,8.3,2.8,7.9,1.8,3.2,3.44,High
209,9.7,2.6,8.0,1.9,1.8,3.33,High
1192,8.8,2.4,5.8,4.8,2.2,3.38,High
109,9.3,3.8,5.7,4.8,0.4,3.05,High
838,9.4,2.2,9.8,0.1,2.5,3.79,High
1199,9.1,2.3,8.8,2.7,1.1,3.43,High
1135,7.1,0.9,5.1,5.3,5.6,3.05,High
1737,9.7,3.4,9.4,0.7,0.8,3.6,High
812,8.4,1.6,8.8,2.4,2.8,3.51,High
50,9.4,3.0,8.5,2.2,0.9,3.18,High
1680,8.3,1.3,7.0,1.6,5.8,3.39,High
1854,8.9,1.8,8.6,3.5,1.2,3.17,High
1077,5.9,0.8,5.9,0.3,11.1,3.11,High
1589,9.8,3.0,9.1,0.1,2.0,3.9,High
1381,8.3,1.7,9.1,4.4,0.5,3.26,High
1867,6.3,2.1,5.1,1.6,8.9,3.49,High
611,9.1,3.2,6.5,4.8,0.4,3.34,High
97,8.1,1.7,9.7,3.9,0.6,3.45,High
709,9.7,1.1,8.1,3.5,1.6,3.63,High
1034,8.4,1.1,8.7,0.3,5.5,2.86,High
1843,6.5,3.0,5.2,1.3,8.0,3.17,High
1413,8.3,3.9,5.9,3.5,2.4,2.95,High
1862,8.2,3.0,9.9,0.5,2.4,3.3,High
480,8.1,3.7,5.1,2.9,4.2,2.63,High
1939,7.6,1.0,5.9,0.4,9.1,3.06,High
1410,9.1,2.1,6.4,0.4,6.0,3.37,High
1356,8.6,3.7,7.0,0.9,3.8,3.48,High
834,8.8,2.1,6.1,4.0,3.0,3.2,High
733,9.0,1.3,6.0,0.5,7.2,3.05,High
1612,10.0,1.0,7.2,3.0,2.8,3.37,High
937,5.4,3.6,5.0,2.9,7.1,2.74,High
41,8.3,0.9,8.6,1.4,4.8,3.48,High
1425,9.2,2.6,8.1,1.4,2.7,3.39,High
1046,5.3,2.8,5.0,2.5,8.4,3.02,High
1145,7.3,2.0,5.4,4.1,5.2,3.41,High
897,8.9,1.6,5.7,0.1,7.7,3.42,High
672,9.9,1.9,9.2,0.2,2.8,3.65,High
160,9.6,1.4,7.9,3.2,1.9,3.43,High
117,9.0,3.0,5.9,1.3,4.8,3.29,High
909,9.3,3.5,5.0,4.7,1.5,3.45,High
497,8.7,1.3,5.0,3.1,5.9,3.24,High
515,9.8,2.1,8.4,1.2,2.5,3.61,High
661,9.0,2.9,8.0,0.2,3.9,3.74,High
647,9.1,3.1,8.8,0.6,2.4,3.42,High
1597,9.9,1.3,8.0,0.4,4.4,3.33,High
507,8.8,1.7,9.1,3.7,0.7,3.44,High
30,9.9,1.0,8.4,3.6,1.1,3.25,High
335,5.5,2.0,5.8,1.9,8.8,2.79,High
675,6.3,0.4,5.8,0.9,10.6,2.93,High
1001,8.5,2.6,5.2,2.2,5.5,3.26,High
1679,7.9,1.4,5.4,6.0,3.3,3.11,High
403,7.2,2.5,5.4,5.3,3.6,3.08,High
1152,8.1,1.4,8.9,1.3,4.3,3.27,High
1390,9.7,3.4,8.6,0.2,2.1,3.53,High
1346,9.0,1.0,9.5,4.1,0.4,3.34,High
1147,9.4,2.5,5.8,5.8,0.5,3.25,High
920,5.8,3.4,5.1,3.1,6.6,2.79,High
873,8.6,1.1,9.4,0.2,4.7,3.36,High
1441,8.3,1.9,8.2,2.5,3.1,3.25,High
1227,9.7,3.1,6.3,2.9,2.0,3.5,High
323,6.8,0.3,5.1,0.8,11.0,3.03,High
1328,9.8,2.6,6.5,0.6,4.5,3.62,High
1615,8.3,3.8,5.0,1.5,5.4,3.43,High
1502,8.2,0.2,5.3,2.7,7.6,3.55,High
852,9.3,0.2,8.5,0.8,5.2,3.49,High
1059,7.6,1.9,5.5,3.9,5.1,3.17,High
729,9.1,3.9,6.3,4.6,0.1,2.98,High
300,8.7,3.5,6.1,0.5,5.2,3.37,High
447,9.7,2.7,8.4,1.2,2.0,3.44,High
1974,8.9,1.5,5.5,3.8,4.3,3.31,High
1776,8.1,1.7,5.9,5.7,2.6,3.17,High
1496,9.1,2.5,9.2,1.6,1.6,3.22,High
690,5.7,2.3,5.9,1.7,8.4,2.62,High
760,5.1,2.3,5.1,4.7,6.8,3.03,High
145,9.5,3.2,5.8,1.7,3.8,3.59,High
1772,9.2,2.0,8.7,0.6,3.5,3.03,High
217,8.4,0.3,9.3,3.0,3.0,3.77,High
947,9.0,3.4,7.0,0.2,4.4,3.68,High
1148,8.1,1.0,9.0,4.8,1.1,3.22,High
1130,9.9,2.7,6.4,2.9,2.1,3.49,High
218,9.1,1.4,8.4,2.9,2.2,3.26,High
776,9.7,2.8,9.1,1.3,1.1,3.54,High
177,9.5,3.2,7.1,0.1,4.1,3.49,High
1863,8.8,1.4,5.9,2.5,5.4,3.29,High
1749,7.1,1.6,5.6,4.1,5.6,3.28,High
1555,6.9,1.5,5.3,4.1,6.2,2.77,High
1230,9.8,1.9,5.3,3.3,3.7,3.93,High
26,9.7,1.3,7.6,3.8,1.6,3.29,High
734,9.2,0.9,6.9,4.9,2.1,2.81,High
1908,9.4,2.9,9.6,0.7,1.4,3.57,High
83,8.5,0.3,5.4,5.9,3.9,2.99,High
308,10.0,2.6,7.8,2.6,1.0,3.26,High
774,9.3,1.2,7.3,3.7,2.5,3.76,High
1509,7.7,0.2,5.0,1.5,9.6,3.0,High
793,8.6,1.3,8.3,3.2,2.6,3.11,High
1773,6.3,2.9,5.8,2.1,6.9,2.78,High
1936,9.5,3.3,7.8,2.1,1.3,3.28,High
1359,7.1,1.9,5.4,1.7,7.9,3.14,High
1544,9.0,2.4,6.0,3.0,3.6,3.32,High
460,8.4,0.6,7.4,0.2,7.4,3.32,High
605,9.1,1.2,7.2,0.1,6.4,3.37,High
36,9.1,2.2,7.6,1.2,3.9,3.12,High
1259,9.6,2.3,7.7,2.6,1.8,3.67,High
579,9.7,2.6,8.4,2.1,1.2,3.38,High
1516,9.8,0.3,8.0,0.3,5.6,3.53,High
400,9.0,1.6,9.6,2.0,1.8,3.57,High
328,8.5,0.2,7.5,6.0,1.8,3.21,High
1985,8.5,0.3,7.1,3.4,4.7,3.23,High
991,8.8,3.8,8.4,1.1,1.9,3.3,High
48,9.3,1.3,5.8,3.3,4.3,3.09,High
651,9.5,4.0,9.1,1.2,0.2,3.52,High
1329,9.2,1.4,8.3,2.4,2.7,3.47,High
1739,8.5,3.8,6.2,4.1,1.4,2.93,High
615,7.2,2.4,5.8,4.0,4.6,3.19,High
803,8.5,2.8,8.8,3.4,0.5,3.63,High
1111,9.6,2.0,9.2,1.4,1.8,3.64,High
1674,7.2,1.6,5.7,3.0,6.5,2.94,High
367,8.2,0.3,7.9,3.4,4.2,3.64,High
1260,7.6,0.5,5.6,3.2,7.1,3.04,High
182,8.0,2.7,5.9,5.5,1.9,3.4,High
1126,9.6,1.3,9.8,1.8,1.5,3.39,High
129,9.8,3.5,9.1,0.4,1.2,3.57,High
1251,8.8,2.9,6.8,0.3,5.2,3.17,High
514,7.7,2.4,5.0,2.8,6.1,3.12,High
1603,8.9,2.3,8.8,0.6,3.4,3.02,High
811,8.5,2.2,6.8,5.5,1.0,3.07,High
279,10.0,0.2,9.9,1.6,2.3,3.56,High
147,6.7,3.3,5.6,5.1,3.3,2.95,High
1462,8.2,2.8,9.4,1.2,2.4,3.06,High
837,6.9,3.4,5.7,3.0,5.0,3.37,High
346,8.1,1.5,6.0,0.7,7.7,3.06,High
495,7.8,2.1,5.7,4.7,3.7,3.16,High
426,9.5,0.7,5.4,1.4,7.0,3.77,High
921,8.8,3.7,9.5,1.6,0.4,3.29,High
1087,7.5,3.6,5.7,3.9,3.3,3.01,High
223,9.2,2.0,5.0,1.7,6.1,3.42,High
1628,9.6,0.4,8.2,2.4,3.4,3.4,High
969,9.7,3.7,7.5,1.0,2.1,3.04,High
1598,9.8,2.9,8.9,1.7,0.7,3.51,High
1195,5.6,3.4,5.8,5.8,3.4,2.84,High
233,9.8,0.6,7.2,5.7,0.7,3.84,High
222,6.7,3.0,5.8,4.9,3.6,3.03,High
888,8.8,3.2,9.7,0.7,1.6,3.07,High
1379,9.7,1.7,5.0,2.7,4.9,3.47,High
111,8.2,1.0,5.4,0.8,8.6,3.3,High
1344,8.6,0.1,6.0,2.9,6.4,3.42,High
1822,8.2,3.3,5.5,3.0,4.0,3.5,High
678,6.1,3.2,5.7,2.1,6.9,2.95,High
485,8.3,3.1,9.2,2.1,1.3,3.24,High
88,9.8,1.5,6.4,5.2,1.1,3.78,High
638,8.1,3.0,5.8,1.2,5.9,3.04,High
358,8.2,3.0,5.8,2.8,4.2,3.31,High
198,6.2,0.5,5.4,4.2,7.7,2.84,High
1676,8.4,3.4,7.1,3.9,1.2,3.26,High
1376,6.3,2.0,5.7,3.7,6.3,2.91,High
1670,9.7,0.5,9.9,0.9,3.0,3.72,High
478,9.1,3.1,7.9,3.7,0.2,3.42,High
831,9.0,2.2,9.1,2.3,1.4,3.44,High
1345,9.4,2.1,9.6,1.4,1.5,3.2,High
544,8.9,1.0,7.8,2.2,4.1,3.54,High
616,6.1,0.5,5.8,0.0,11.6,2.73,High
1206,8.2,0.1,8.1,3.1,4.5,3.56,High
1948,8.4,2.9,9.8,0.8,2.1,3.28,High
271,6.6,2.0,5.2,0.9,9.3,3.17,High
230,8.4,1.8,6.4,6.0,1.4,3.25,High
1563,5.9,3.0,5.1,3.3,6.7,2.91,High
1637,8.7,2.2,7.6,1.9,3.6,3.73,High
96,9.6,3.3,9.7,1.0,0.4,3.54,High
645,9.7,2.5,6.6,1.4,3.8,3.57,High
1868,9.6,2.6,7.1,4.4,0.3,3.54,High
259,9.6,0.8,8.1,3.5,2.0,3.31,High
882,9.8,1.5,6.7,0.4,5.6,3.54,High
740,9.1,2.4,6.9,1.4,4.2,3.3,High
1254,5.4,3.5,5.4,4.2,5.5,2.81,High
572,7.8,1.6,5.7,5.2,3.7,3.06,High
42,8.2,3.4,8.3,2.3,1.8,3.07,High
1891,5.6,0.8,5.1,2.6,9.9,2.97,High
1571,9.6,3.9,5.1,3.4,2.0,3.65,High
1713,5.8,3.9,5.5,5.6,3.2,2.88,High
751,9.8,1.6,8.6,1.4,2.6,3.68,High
1031,8.6,1.5,5.5,2.7,5.7,3.49,High
1753,9.7,0.3,7.5,4.1,2.4,3.53,High
78,8.2,1.8,6.5,2.0,5.5,3.35,High
319,9.0,1.2,5.4,2.4,6.0,3.46,High
442,9.5,2.9,8.0,1.1,2.5,3.11,High
2000,9.0,1.7,7.3,3.1,2.9,3.58,High
1331,8.7,3.3,8.9,0.1,3.0,3.34,High
1505,9.0,1.8,7.5,4.8,0.9,3.33,High
1733,9.7,1.5,7.9,3.9,1.0,3.69,High
282,9.1,0.5,7.7,0.0,6.7,3.64,High
517,8.9,3.2,5.6,1.6,4.7,3.36,High
1212,5.0,2.1,5.2,3.4,8.3,2.9,High
1103,8.2,2.9,6.3,4.3,2.3,3.21,High
1480,8.1,0.4,7.0,4.3,4.2,3.24,High
39,8.2,0.3,5.8,5.4,4.3,3.29,High
235,9.5,0.9,6.1,0.2,7.3,3.17,High
577,8.7,1.6,5.3,4.7,3.7,3.2,High
457,9.5,1.4,5.8,0.2,7.1,3.69,High
1311,8.1,1.4,9.3,2.3,2.9,3.11,High
1946,9.9,1.3,5.6,3.4,3.8,3.43,High
348,9.9,2.4,7.9,2.8,1.0,3.67,High
220,8.5,2.7,8.1,3.5,1.2,3.38,High
1237,8.1,0.0,6.0,2.9,7.0,3.19,High
1172,8.2,3.2,7.3,1.9,3.4,3.2,High
329,9.1,2.5,6.5,3.7,2.2,2.85,High
540,8.6,0.4,7.1,0.2,7.7,3.2,High
1517,9.5,2.1,8.3,3.4,0.7,3.35,High
1636,9.2,0.0,7.0,5.4,2.4,3.41,High
1444,5.7,3.0,5.0,1.0,9.3,2.42,High
1362,9.7,0.5,8.9,1.3,3.6,3.53,High
1647,8.6,0.9,6.0,2.5,6.0,3.38,High
980,9.6,2.4,7.7,1.1,3.2,3.3,High
1987,6.6,3.4,5.5,5.0,3.5,2.9,High
87,5.3,0.5,5.6,3.9,8.7,2.9,High
1850,8.9,0.9,8.6,4.5,1.1,3.36,High
293,7.1,0.5,5.9,4.1,6.4,3.09,High
1481,8.3,2.5,6.4,2.3,4.5,3.31,High
313,7.6,2.5,5.4,4.5,4.0,3.17,High
38,8.6,3.6,9.4,1.9,0.5,3.03,High
967,6.0,3.2,5.9,0.5,8.4,3.28,High
91,8.1,2.8,7.3,3.6,2.2,3.39,High
1959,8.1,3.3,6.8,2.5,3.3,2.86,High
1688,9.6,0.5,8.4,0.0,5.5,3.7,High
973,9.2,1.0,6.0,3.0,4.8,3.18,High
1363,9.7,2.9,8.8,0.6,2.0,3.87,High
905,9.6,3.4,8.7,0.4,1.9,3.5,High
513,6.7,0.1,5.6,2.5,9.1,2.49,High
1617,9.1,0.5,7.3,5.6,1.5,3.37,High
1307,9.5,3.1,5.1,2.0,4.3,3.14,High
405,8.2,0.7,9.4,2.4,3.3,3.47,High
53,9.5,1.4,6.9,0.6,5.6,3.33,High
1767,6.5,2.2,5.1,0.5,9.7,3.1,High
819,7.0,1.4,5.6,2.4,7.6,3.15,High
1914,9.6,0.6,6.1,3.3,4.4,3.47,High
667,7.4,1.6,5.8,3.4,5.8,3.19,High
415,8.5,2.1,6.5,1.3,5.6,3.38,High
77,9.5,0.4,6.6,5.7,1.8,3.44,High
1281,8.5,3.3,9.3,1.2,1.7,3.25,High
1947,9.5,3.1,8.1,1.0,2.3,3.25,High
