utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12,speaker
5,7,1.172651,-0.869151,-0.072413,0.114243,0.264389,-0.116237,-0.44649,-0.077527,-0.181181,-0.1719,0.100733,0.069949,5
19,7,1.233105,-0.394168,-0.290097,0.052094,0.234405,-0.081715,-0.303382,-0.435691,0.094718,-0.232138,0.011757,0.136356,5
16,6,1.244462,-0.605778,-0.285868,-0.098955,0.213693,-0.151713,-0.319375,-0.285054,-0.063142,-0.162331,0.016837,0.179529,5
27,8,1.123136,-0.816548,-0.129573,0.061644,0.321684,-0.056391,-0.463995,-0.225264,-0.161192,-0.119366,0.027591,0.058205,5
18,10,1.15003,-0.738368,-0.082353,0.103292,0.321335,-0.064336,-0.493031,-0.253646,-0.104977,-0.084204,0.027778,0.038104,5
23,16,1.185653,-1.084,0.424746,0.265119,0.284402,-0.027445,-0.414298,-0.18255,-0.129565,-0.111714,0.008991,-0.140532,5
20,8,1.133215,-0.883253,0.33103,0.009518,0.369391,0.047233,-0.360896,-0.286167,-0.271437,0.039431,-0.028261,-0.190146,5
10,14,1.171335,-1.125529,0.368102,0.43452,0.128425,-0.038546,-0.410455,-0.181336,-0.10417,-0.130273,-0.006794,-0.103719,5
17,12,1.492526,-1.281561,0.260483,0.087058,0.338048,-0.176448,-0.442788,-0.197307,-0.21113,0.014747,0.024182,-0.115149,5
2,8,1.402726,-1.016966,0.154017,-0.034751,0.414086,-0.156856,-0.450079,-0.15621,-0.229135,-0.01481,0.048812,-0.039615,5
8,3,1.49722,-0.580334,-0.434204,-0.010796,0.03982,-0.198382,-0.227914,-0.228764,-0.057149,-0.162396,0.037,0.233635,5
20,4,1.404003,-0.719145,-0.087808,-0.181703,0.3229,-0.022806,-0.389683,-0.287988,-0.11911,-0.134527,-0.039322,0.122807,5
13,10,1.540644,-0.981518,0.169627,0.184625,0.181722,-0.120662,-0.403278,-0.193961,-0.145635,-0.085472,0.060721,0.015369,5
2,7,1.39589,-1.094631,-0.046465,-0.043125,0.430271,-0.235485,-0.474054,-0.111864,-0.185592,-0.033726,0.057705,0.016626,5
7,10,1.719842,-1.116784,0.370739,0.320788,0.127164,-0.299521,-0.327162,-0.192112,-0.094182,-0.052542,-0.09881,-0.005373,5
17,4,1.229728,-0.519825,-0.299759,-0.159241,0.134313,0.022314,-0.362694,-0.303183,0.054452,-0.291042,-0.039721,0.206984,5
22,10,1.326866,-0.847615,-0.101614,0.102772,0.129636,-0.070759,-0.352374,-0.346211,-0.060035,-0.119843,-0.031275,0.136165,5
13,4,1.50984,-0.646007,-0.193041,-0.167874,0.000147,-0.146639,-0.175192,-0.136054,-0.105213,-0.169658,0.081705,0.289485,5
24,14,1.526958,-1.281884,0.564478,0.100437,0.259937,-0.154754,-0.425686,-0.086156,-0.232317,-0.083623,0.044775,-0.175183,5
17,11,1.582431,-1.280889,0.209233,0.02749,0.32155,-0.11992,-0.462885,-0.213668,-0.226233,0.00141,0.090179,-0.093471,5
23,5,1.26798,-0.211863,-0.650913,-0.062356,0.078395,-0.385193,-0.001179,-0.132261,-0.040828,-0.312376,-0.052807,0.21473,5
17,11,1.253396,-0.774532,0.208131,0.291437,0.291142,0.02421,-0.38018,-0.278078,-0.135074,-0.086587,-0.049792,-0.049496,5
10,3,1.628943,-0.654443,-0.170419,-0.358178,-0.083412,-0.095546,-0.228882,-0.027968,-0.007292,-0.257778,-0.019536,0.245126,5
12,4,1.293974,-0.367701,-0.63414,0.024619,0.058045,-0.311286,0.02062,-0.264946,-0.008132,-0.269546,0.047019,0.200318,5
27,10,1.297884,-1.275111,0.373579,-0.046537,0.265198,-0.08505,-0.481927,-0.12705,-0.168907,-0.123621,0.071528,-0.007959,5
26,6,1.512172,-0.471217,-0.435147,-0.101508,0.226235,-0.200682,-0.280791,-0.235983,-0.116023,-0.111557,0.022133,0.146977,5
2,10,1.125058,-1.121415,0.354706,0.1936,0.316049,-0.231931,-0.429567,-0.125177,-0.180522,-0.053202,0.021811,-0.096929,5
22,8,1.548601,-0.885484,-0.233792,-0.040407,0.037683,-0.131074,-0.232934,-0.286562,-0.093575,-0.137514,-0.035397,0.201527,5
6,10,1.417681,-0.70597,0.01598,0.284295,0.306757,-0.1272,-0.411638,-0.22707,-0.096186,-0.050196,-0.058259,-0.074795,5
12,1,1.418907,-0.239561,-0.657631,-0.148134,-0.020965,-0.399122,0.071935,-0.046333,0.050129,-0.298922,-0.070201,0.168524,5
30,9,1.723696,-0.956813,-0.038553,0.12247,0.291658,-0.024845,-0.465681,-0.210335,-0.154826,-0.099794,0.087659,-0.005172,5
11,7,0.890573,-0.360227,-0.35545,-0.064295,0.395469,-0.135384,-0.455259,-0.262656,-0.050687,-0.188002,0.080652,0.058332,5
22,12,1.526085,-1.098841,0.185668,0.247919,0.112619,0.041174,-0.424873,-0.267575,-0.13102,-0.174617,0.023097,0.055513,5
30,1,1.547025,-0.169179,-0.469685,-0.325841,-0.118199,-0.287513,-0.146008,-0.031809,0.038549,-0.329958,-0.037561,0.200816,5
9,10,1.235483,-0.94853,0.363541,0.273337,0.198146,-0.070631,-0.446531,-0.155672,-0.126515,-0.128836,0.048877,-0.073909,5
5,8,1.194546,-0.907182,0.047285,0.214373,0.284235,-0.155418,-0.436952,-0.14357,-0.132441,-0.124593,0.032391,0.011116,5
11,9,1.593758,-0.919763,0.210136,0.07914,0.379153,-0.197501,-0.412028,-0.223057,-0.175847,0.043715,-0.009724,-0.036,5
9,10,1.646816,-0.817267,0.052091,-0.030052,0.379207,0.006747,-0.477097,-0.199804,-0.177213,-0.091712,0.076532,-0.052886,5
2,7,1.505777,-1.025985,0.152731,-0.16223,0.370992,-0.09708,-0.484261,-0.139822,-0.200703,-0.07713,0.078677,0.033109,5
15,2,1.298115,-0.566197,-0.012893,-0.252989,-0.137663,-0.258402,0.005859,-0.205285,0.005498,-0.14598,-0.105478,0.300829,5
7,5,1.767474,-1.067043,-0.28359,-0.045337,-0.099231,-0.156784,-0.17288,-0.134381,-0.15525,-0.175589,0.055299,0.274677,5
15,12,1.071119,-0.926455,0.619441,0.227071,0.260429,-0.126358,-0.37038,-0.14295,-0.067582,-0.132275,-0.084874,-0.036538,5
23,13,1.082318,-0.803542,0.042086,0.243998,0.294858,-0.088814,-0.433359,-0.239495,-0.11082,-0.145476,-0.018186,-0.01785,5
12,9,1.369493,-0.905849,-0.029176,0.176963,0.220322,-0.094314,-0.452738,-0.235576,-0.106184,-0.087919,0.027327,0.021377,5
1,10,1.710952,-1.158278,0.322762,0.012019,0.209085,-0.049065,-0.504478,-0.202954,-0.055916,-0.072079,0.07825,0.045369,5
28,1,1.29441,-0.456651,-0.34529,-0.470935,-0.063406,-0.301438,-0.127217,0.226067,-0.145752,-0.26229,-0.001326,0.110825,5
29,11,1.631886,-1.175505,0.451026,0.097447,0.23605,-0.071926,-0.444963,-0.158182,-0.181506,-0.112106,0.093651,-0.084298,5
30,8,1.58118,-0.796836,-0.217892,0.10486,0.237413,-0.050359,-0.40718,-0.274664,-0.125814,-0.048093,0.038591,0.041658,5
9,9,1.420533,-1.123337,0.438471,0.176107,0.223074,-0.082351,-0.471256,-0.174556,-0.116471,-0.125798,0.052375,-0.051948,5
20,6,1.559417,-0.833483,-0.035236,-0.144435,0.352796,-0.081157,-0.384509,-0.16894,-0.210679,-0.14443,-0.006577,0.093788,5
3,11,1.469265,-0.764466,-0.05418,0.233852,0.30205,-0.212957,-0.400465,-0.199714,-0.147303,-0.063998,0.006016,-0.01425,5
15,3,1.591861,-1.073162,-0.125487,-0.418323,-0.063529,-0.098494,-0.234393,0.000677,-0.047717,-0.23713,-0.029984,0.217569,5
9,2,1.748611,-0.454131,-0.379859,-0.336968,-0.074796,-0.195179,-0.193609,0.155637,-0.027842,-0.209991,-0.04336,0.150329,5
21,4,1.53491,-0.63074,-0.322918,-0.173946,0.056774,-0.124797,-0.231496,-0.177528,-0.045931,-0.200242,-0.055895,0.201431,5
18,5,1.229118,-0.297681,-0.545203,-0.313287,0.243395,-0.228439,-0.186359,-0.03443,-0.167168,-0.21982,0.018076,0.194729,5
7,4,1.402007,-0.888306,-0.050137,-0.227847,0.043107,-0.191579,-0.213159,-0.027122,-0.294062,-0.136896,0.198388,0.178723,5
15,3,1.366333,-0.686705,-0.039428,-0.25433,-0.094716,-0.152517,-0.139276,-0.223679,0.001255,-0.195005,-0.059297,0.332115,5
21,5,1.487223,-0.516774,-0.424784,-0.349574,0.038492,-0.108269,-0.303519,-0.008287,-0.007203,-0.259754,-0.028023,0.162984,5
22,10,1.170018,-1.033281,0.143311,0.051545,0.240976,-0.006707,-0.461205,-0.249311,-0.123407,-0.129566,0.03148,0.033269,5
23,13,1.096328,-1.044417,0.173313,0.167256,0.14775,0.079851,-0.416173,-0.217562,-0.186556,-0.180389,0.082882,0.01011,5
1,3,1.613832,-0.502899,-0.099473,-0.393321,-0.029338,-0.279037,-0.012637,0.011869,-0.121138,-0.171656,-0.005091,0.287758,5
12,3,1.693531,-0.9176,-0.054606,-0.463647,0.094252,-0.269348,-0.161514,0.12257,-0.22326,-0.16019,-0.069482,0.145932,5
19,4,1.151898,-0.393179,-0.272755,-0.164681,0.056697,-0.110968,-0.19431,-0.238871,0.010774,-0.336102,0.021666,0.252681,5
21,3,1.448391,-0.379651,-0.451226,-0.410751,-0.055369,-0.145721,-0.215837,-0.054852,0.217205,-0.352326,-0.098076,0.168917,5
8,6,1.620955,-0.89214,-0.05551,0.037381,0.260823,0.006608,-0.565932,-0.165201,-0.0748,-0.162798,0.094287,0.083045,5
19,16,0.944102,-0.595101,0.442335,0.25291,0.22587,0.074914,-0.370045,-0.239506,-0.184358,-0.002033,-0.072785,-0.287163,5
12,2,1.285687,-0.22203,-0.691163,-0.065997,-0.058451,-0.297017,0.01832,-0.092263,0.028228,-0.310979,-0.001572,0.150638,5
27,6,1.246134,-0.782109,-0.192755,-0.198502,0.328201,-0.1223,-0.340865,-0.240541,-0.110724,-0.148518,-0.072408,0.147251,5
27,12,1.208546,-1.05944,0.331586,0.260911,0.231107,-0.033853,-0.334044,-0.191855,-0.219728,-0.152643,0.068689,-0.037253,5
11,3,1.219905,-0.144524,-0.658378,-0.104325,0.13693,-0.366306,-0.035942,-0.178211,-0.007654,-0.216279,-0.026747,0.21697,5
18,8,1.213678,-0.64781,-0.252412,-0.108975,0.284836,-0.061741,-0.415813,-0.250694,-0.055917,-0.205849,0.036779,0.16368,5
29,6,1.567858,-0.867153,-0.152771,-0.055998,0.192317,-0.080992,-0.425195,-0.19371,-0.094951,-0.136676,0.064036,0.140142,5
29,4,1.356462,-0.378769,-0.470577,-0.228353,0.21925,-0.410628,-0.00027,-0.074409,-0.240861,-0.172315,-0.0651,0.281694,5
12,7,1.21324,-0.578758,-0.298385,-0.05555,0.277269,-0.206447,-0.310624,-0.297266,-0.026322,-0.174605,0.025404,0.179569,5
11,8,1.395274,-0.66638,-0.098185,0.070569,0.383609,-0.143892,-0.410095,-0.243137,-0.171368,0.013125,0.042996,0.041813,5
13,8,1.047559,-1.096486,0.280847,-0.028699,0.293783,-0.138466,-0.433912,-0.154115,-0.178469,-0.045003,0.063169,-0.029149,5
7,3,1.657337,-0.819437,-0.327266,-0.170987,-0.175404,-0.282801,-0.052767,0.062219,-0.169989,-0.208742,0.046292,0.225557,5
4,10,1.270483,-1.055916,0.077726,0.356525,0.214046,-0.278207,-0.36775,-0.162741,-0.092724,-0.045309,0.004447,-0.008117,5
13,2,1.710863,-0.654687,-0.280749,-0.078974,-0.078887,-0.381196,0.046801,-0.089458,-0.088533,-0.122094,0.023585,0.271394,5
29,8,1.20659,-0.692015,-0.154495,0.078376,0.259545,-0.202774,-0.253818,-0.393888,-0.050366,-0.12911,-0.037502,0.151667,5
3,2,1.114452,-0.544979,-0.325364,-0.19686,0.12609,-0.157122,-0.185068,-0.15397,-0.060565,-0.237211,0.075269,0.257512,5
22,9,1.211962,-0.988095,-0.007678,-0.040024,0.266131,-0.038495,-0.412827,-0.282999,-0.121624,-0.118092,-0.007734,0.089352,5
28,7,1.458099,-0.652855,-0.060338,0.047181,0.282159,-0.144145,-0.340353,-0.195868,-0.196863,-0.062689,0.078116,0.06707,5
13,7,1.264459,-1.129193,0.21144,-0.091645,0.251196,-0.12144,-0.4383,-0.138901,-0.155614,-0.084558,0.093624,0.055674,5
3,5,1.414392,-0.488299,-0.428191,-0.179561,0.018462,-0.413768,-0.004342,-0.103604,-0.111672,-0.182928,0.02559,0.291522,5
16,4,1.722523,-0.91992,0.035917,-0.246397,0.312745,-0.007848,-0.508909,-0.091989,-0.128431,-0.221345,0.122499,0.118467,5
23,4,1.309015,-0.141086,-0.69672,-0.07238,0.017051,-0.404203,0.039713,-0.11201,0.00193,-0.319004,-0.050128,0.180729,5
16,7,1.128602,-0.598502,-0.226464,0.016889,0.228302,-0.10441,-0.431145,-0.306054,-0.02803,-0.169447,0.047216,0.143457,5
18,2,1.549653,-0.674716,-0.077018,-0.643468,0.032602,-0.412446,-0.098163,0.29967,-0.247651,-0.115943,-0.010725,0.09801,5
12,2,1.754347,-0.861942,-0.118766,-0.442036,0.097884,-0.318425,-0.203324,0.272758,-0.229396,-0.181805,0.00067,0.028829,5
27,4,1.569452,-0.821615,-0.240979,-0.220467,0.05847,-0.121786,-0.243394,-0.056232,-0.116262,-0.225718,-0.075775,0.141133,5
12,11,1.361118,-1.091154,0.282088,0.056665,0.349046,-0.131711,-0.430876,-0.19222,-0.230894,-0.014921,0.053531,-0.068146,5
5,13,1.0758,-1.058426,0.449532,0.541619,0.191174,-0.226534,-0.254952,-0.141126,-0.0632,-0.093078,-0.1264,-0.114601,5
17,8,1.481436,-0.865952,0.045028,0.14633,0.244221,0.064187,-0.338159,-0.354963,-0.165693,-0.06306,-0.03377,0.008806,5
6,7,1.305767,-0.950081,-0.030373,-0.159364,0.192949,-0.121141,-0.387526,-0.034843,-0.232236,-0.166137,0.180659,0.12704,5
17,16,1.141134,-1.192192,0.529097,0.186111,0.450969,-0.275116,-0.390694,-0.04373,-0.225231,0.008563,-0.119639,-0.221551,5
15,9,1.555252,-1.186582,0.526234,-0.020689,0.277331,-0.067095,-0.532728,-0.183101,-0.052133,-0.094292,-0.065872,0.028135,5
17,7,1.351457,-0.700416,-0.098656,0.110963,0.226406,0.097243,-0.369491,-0.358452,-0.143757,-0.057791,-0.031109,0.043574,5
21,11,1.42761,-0.968755,0.241756,0.175664,0.273364,-0.038183,-0.430744,-0.220005,-0.175805,-0.14388,0.038405,-0.028876,5
4,9,1.252945,-0.912936,-0.073006,0.294052,0.26325,-0.270678,-0.422198,-0.129633,-0.114453,-0.047686,0.050362,0.036506,5
14,10,1.220469,-0.919114,0.219881,0.221974,0.233595,-0.093007,-0.426083,-0.160715,-0.154975,-0.119071,0.050038,-0.015431,5
18,8,1.188667,-0.955205,-0.044428,-0.214518,0.346249,-0.183044,-0.440044,-0.014982,-0.289926,-0.166708,0.156928,0.083858,5
23,15,1.362538,-1.138022,0.39962,0.224847,0.303134,0.010634,-0.466242,-0.204567,-0.132712,-0.119413,0.037185,-0.126507,5
16,10,1.014829,-0.619201,-0.133452,0.344036,0.133415,-0.096982,-0.410475,-0.366996,0.044713,-0.15361,-0.037871,0.034572,5
5,4,0.786165,-0.54017,-0.275507,-0.250365,0.155881,-0.316133,-0.078713,-0.102995,-0.200428,-0.261956,0.142134,0.263332,5
16,1,1.633575,-0.613208,-0.265879,-0.213825,0.049373,-0.125174,-0.185429,-0.158452,-0.058915,-0.156245,-0.048525,0.208966,5
9,1,1.72988,-0.501307,-0.293007,-0.445558,-0.060728,-0.212499,-0.21741,0.203038,-0.003312,-0.207509,-0.031733,0.110097,5
4,3,1.505544,-0.340289,-0.628775,-0.07759,0.015822,-0.471062,0.119311,-0.104617,-0.024353,-0.228394,0.076776,0.302961,5
12,12,1.356745,-1.113761,0.404718,0.028648,0.35576,-0.172081,-0.428624,-0.104775,-0.265656,-0.06225,0.066314,-0.085427,5
12,7,1.337336,-0.861817,-0.110927,-0.139855,0.181964,0.090899,-0.519094,-0.211486,-0.034914,-0.217876,0.040254,0.176731,5
3,8,1.047244,-0.880679,0.201248,0.117976,0.390227,-0.216505,-0.476247,-0.080087,-0.157188,-0.090636,0.030086,-0.074425,5
26,4,1.54397,-0.20789,-0.764345,-0.059713,0.096689,-0.393503,0.00785,-0.207156,0.041027,-0.266564,-0.067187,0.158381,5
23,14,1.297435,-1.249717,0.375036,0.106384,0.173772,0.092269,-0.387266,-0.249544,-0.177458,-0.148538,0.086052,-0.041526,5
18,4,1.437153,-0.796562,-0.085464,-0.543755,0.107772,-0.289984,-0.193039,0.222403,-0.280863,-0.188444,0.077505,0.117355,5
20,7,0.958736,-0.723183,0.149518,0.010157,0.338441,0.068066,-0.37194,-0.308852,-0.257283,0.028796,-0.050577,-0.111846,5
15,13,1.206109,-1.038454,0.843785,0.092677,0.2996,-0.164973,-0.4219,-0.076896,-0.118601,-0.069459,-0.119294,-0.106021,5
19,2,1.592844,-0.210705,-0.578993,-0.203042,0.008134,-0.457586,0.036345,0.004336,-0.017634,-0.192859,-0.146807,0.159281,5
14,2,1.50299,-0.058981,-0.562071,-0.219602,0.004122,-0.503512,0.051613,0.032756,0.029199,-0.230046,-0.149947,0.170476,5
2,6,1.191272,-0.863962,-0.264682,-0.066386,0.336057,-0.234099,-0.385836,-0.153762,-0.149998,-0.080528,0.067517,0.146175,5
18,10,0.91576,-0.74501,-0.034545,0.082057,0.318785,-0.285561,-0.272839,-0.387882,0.025753,-0.132545,-0.052743,0.187526,5
26,4,1.478278,-0.359759,-0.211398,-0.409229,0.193053,-0.138637,-0.349286,0.029851,-0.239453,-0.16422,0.155912,0.126712,5
28,5,1.716474,-0.69801,-0.089796,-0.143826,0.129365,-0.118361,-0.338997,-0.154395,-0.095707,-0.222728,0.017807,0.260839,5
16,13,0.973544,-0.900426,0.487098,0.25169,0.248369,-0.042215,-0.348227,-0.148238,-0.204594,-0.069847,0.057793,-0.217455,5
1,7,1.545387,-0.892691,0.134156,-0.317395,0.467599,0.004263,-0.505521,-0.154759,-0.224498,-0.068414,0.070245,0.009985,5
7,5,1.281099,-0.879627,-0.051464,-0.092266,0.103925,-0.204031,-0.318001,-0.034575,-0.276514,-0.147338,0.194702,0.153037,5
8,8,1.499898,-0.958113,0.197492,0.206731,0.232488,0.054405,-0.51851,-0.194875,-0.083989,-0.171773,0.057863,0.015415,5
10,8,1.680896,-1.038834,0.195475,-0.099125,0.256331,0.031974,-0.552822,-0.192073,-0.05855,-0.192868,0.098135,0.161358,5
26,7,1.615214,-0.542045,-0.528958,0.020602,0.318513,-0.3645,-0.025815,-0.389755,-0.108802,-0.116538,-0.047632,0.228046,5
10,13,1.238633,-0.849246,0.387479,0.168194,0.315274,-0.113125,-0.459811,-0.072763,-0.150343,-0.18389,0.070376,-0.025494,5
1,2,1.51271,-0.468143,-0.208892,-0.467885,0.139967,-0.288206,-0.227572,0.183572,-0.208869,-0.190845,0.012327,0.122456,5
19,5,1.102075,-0.364531,-0.306085,-0.097778,0.081606,-0.078958,-0.230299,-0.302152,0.032701,-0.33215,0.047081,0.221306,5
14,8,1.090753,-0.548473,-0.190518,0.117174,0.166647,-0.064019,-0.424278,-0.305881,0.02387,-0.187141,0.015685,0.118749,5
8,12,1.147437,-0.760258,0.398406,0.310894,0.22745,-0.068287,-0.308118,-0.135063,-0.185613,-0.058997,-0.04066,-0.166425,5
12,15,1.27188,-1.014657,0.489636,0.208683,0.323105,-0.224143,-0.414873,-0.061712,-0.257328,-0.090609,0.05926,-0.18154,5
13,11,0.838156,-1.139209,0.559857,0.02675,0.326732,-0.211459,-0.427815,-0.088288,-0.204256,-0.032569,-0.025405,-0.138616,5
16,13,1.307744,-1.013905,0.410172,0.279698,0.222175,-0.101982,-0.419264,-0.183793,-0.103462,-0.140803,-0.025144,-0.048493,5
6,6,1.186149,-0.823297,-0.081933,-0.230847,0.078409,-0.146681,-0.277645,0.003899,-0.262303,-0.189784,0.199078,0.193499,5
25,15,0.82741,-1.013843,0.403757,0.334675,0.245574,-0.076583,-0.334864,-0.093406,-0.183422,-0.160795,0.027802,-0.140846,5
25,2,1.281947,-0.140351,-0.589119,-0.087374,-0.258673,-0.371572,0.044306,-0.072465,0.193587,-0.349493,0.009897,0.068061,5
6,7,1.245165,-0.364924,-0.526216,0.246891,0.224767,-0.18291,-0.312961,-0.437445,0.018289,-0.127761,0.056044,0.005564,5
20,4,1.610891,-0.711187,-0.206271,-0.247562,0.224267,-0.122104,-0.330363,0.014502,-0.214686,-0.234879,-0.000811,0.09682,5
19,14,1.186856,-0.597067,0.197186,0.383667,0.380322,-0.152083,-0.402919,-0.061596,-0.134751,-0.124105,-0.073807,-0.164377,5
7,13,1.390018,-0.966942,0.603473,0.394724,0.131508,-0.302571,-0.256162,-0.09402,-0.097887,-0.075977,-0.11934,-0.107242,5
27,7,1.127349,-0.785164,-0.179833,-0.066532,0.34654,-0.103297,-0.409007,-0.228163,-0.149791,-0.135447,-0.008557,0.096069,5
20,5,1.197055,-0.741532,0.01076,-0.164155,0.395771,-0.022147,-0.385053,-0.311323,-0.170247,-0.068172,-0.069915,0.063271,5
23,7,1.475957,-0.451238,-0.579512,0.040956,0.161245,-0.264031,-0.137571,-0.203731,-0.111678,-0.244285,-0.009219,0.217061,5
21,21,0.997576,-1.012919,0.585658,0.466535,0.227798,-0.004744,-0.258403,-0.192372,-0.149473,-0.068075,-0.04533,-0.230929,5
10,14,1.178052,-0.894896,0.506227,0.153077,0.292469,-0.109377,-0.42115,-0.079026,-0.166481,-0.151084,0.069882,-0.073496,5
18,3,1.485886,-0.710576,-0.083088,-0.595442,0.063252,-0.338901,-0.154781,0.265356,-0.247217,-0.168102,0.035462,0.106936,5
16,14,1.179044,-0.918959,0.39137,0.344871,0.208578,-0.112593,-0.409046,-0.160424,-0.08005,-0.150476,-0.046161,-0.060619,5
14,7,1.24421,-0.373217,-0.408571,0.021403,0.152835,-0.115218,-0.274108,-0.296365,-0.045903,-0.222169,0.051208,0.171896,5
21,12,1.244784,-0.863934,0.233917,0.2819,0.259634,-0.0166,-0.452615,-0.185754,-0.161269,-0.151447,0.035106,-0.062855,5
7,2,1.653725,-0.783135,-0.245386,-0.377137,-0.134176,-0.381654,0.001461,0.132271,-0.16672,-0.173821,-0.009803,0.196381,5
24,7,1.3156,-0.727997,-0.130688,0.124081,0.176933,-0.101091,-0.315085,-0.354875,-0.059769,-0.112285,-0.019007,0.126407,5
18,14,1.308008,-1.125547,0.464175,0.156079,0.339999,-0.119791,-0.543627,-0.119953,-0.127181,-0.137741,0.024906,-0.127642,5
25,1,1.764475,-0.787655,-0.283605,-0.30954,0.041181,-0.304222,-0.16165,0.100728,-0.176463,-0.17557,0.029846,0.189705,5
16,3,1.711757,-0.71296,-0.161548,-0.186713,0.183748,0.033358,-0.472265,-0.108252,-0.072392,-0.219135,0.09361,0.171703,5
28,3,1.734457,-0.635882,-0.274342,-0.100627,0.04021,-0.217508,-0.161639,-0.0702,-0.187669,-0.177093,0.035218,0.228364,5
10,2,1.620969,-0.846773,-0.368538,-0.07839,-0.115863,-0.169127,-0.098158,-0.245862,-0.041198,-0.1681,-0.091695,0.227301,5
29,11,1.238183,-0.862831,0.056746,0.306083,0.206569,-0.135139,-0.400424,-0.269678,-0.105741,-0.12147,-0.021737,0.013224,5
23,17,1.020894,-0.961654,0.374054,0.327317,0.260995,-0.036313,-0.393134,-0.159277,-0.119997,-0.122455,-0.012815,-0.155403,5
4,7,1.313672,-0.94253,0.02025,0.029266,0.407339,-0.219219,-0.481766,-0.148423,-0.108128,-0.045409,0.013009,0.035822,5
22,1,1.517338,-0.525008,-0.287991,-0.519586,-0.011306,-0.405751,-0.087975,0.112018,-0.027127,-0.205578,-0.172637,0.147567,5
29,9,1.164008,-0.749234,-0.090417,0.187968,0.241917,-0.189972,-0.301692,-0.349089,-0.09398,-0.112836,-0.024722,0.08353,5
12,13,1.378065,-1.135371,0.508954,0.089196,0.344602,-0.20878,-0.444945,-0.052049,-0.263721,-0.094897,0.066134,-0.116146,5
16,2,1.283523,-0.284112,-0.740845,-0.120427,0.01597,-0.331744,0.022673,-0.144858,0.02289,-0.301371,-0.014923,0.157076,5
11,6,1.345409,-0.419459,-0.292573,-0.189698,0.335546,-0.165592,-0.446055,-0.205181,-0.104647,-0.116184,0.089922,0.128793,5
19,11,1.297884,-0.700666,0.069361,0.389202,0.344532,-0.09684,-0.346489,-0.207952,-0.13368,-0.088392,-0.07755,-0.067318,5
17,3,1.326426,-0.587077,-0.238958,-0.24991,0.107336,-0.010039,-0.343794,-0.195478,0.004021,-0.286755,-0.053822,0.209965,5
19,13,1.259207,-0.760116,0.322581,0.002496,0.439691,0.051357,-0.440654,-0.206561,-0.164177,-0.060087,-0.037907,-0.141048,5
19,12,1.272737,-0.672332,0.135594,0.418508,0.303457,-0.103586,-0.334913,-0.167882,-0.129856,-0.10868,-0.078665,-0.081426,5
2,3,0.934624,-0.617936,-0.423534,-0.371138,0.286927,-0.36931,-0.186811,-0.015087,-0.138371,-0.188237,0.017494,0.251388,5
22,5,1.565607,-0.626038,-0.37206,-0.245182,-0.059836,-0.209722,-0.125326,-0.004926,-0.126243,-0.237144,-0.012356,0.204746,5
21,19,1.02787,-0.950361,0.36891,0.466976,0.175444,0.024652,-0.281615,-0.210721,-0.102976,-0.125486,-0.058026,-0.124899,5
15,15,1.281972,-1.31705,0.484141,0.131743,0.307984,-0.194849,-0.427458,-0.098059,-0.215239,-0.050285,0.005466,-0.160047,5
26,3,1.519822,-0.143393,-0.712459,-0.149295,0.074968,-0.427031,0.003639,-0.144406,0.051765,-0.243615,-0.113608,0.158603,5
8,7,1.785076,-1.110366,0.208877,0.023951,0.290371,0.050863,-0.548736,-0.211195,-0.066382,-0.173261,0.07147,0.044044,5
16,8,1.459931,-1.136182,0.423132,0.043555,0.297481,-0.04724,-0.491011,-0.122235,-0.163133,-0.173887,0.080762,-0.083569,5
22,9,1.394779,-0.855231,-0.167857,-0.020565,0.132738,-0.077011,-0.375436,-0.308447,-0.038351,-0.156353,-0.025073,0.183144,5
29,6,1.43551,-0.62436,-0.302249,-0.086394,0.311202,-0.346798,-0.098214,-0.258332,-0.214447,-0.086873,-0.045201,0.250453,5
11,11,1.198209,-0.955261,0.269543,0.221577,0.354879,-0.067964,-0.493092,-0.13556,-0.136865,-0.113112,0.012556,-0.123578,5
6,6,1.261016,-0.35662,-0.509185,0.11725,0.191792,-0.227838,-0.21919,-0.395267,-0.028748,-0.183142,0.072998,0.100514,5
5,6,0.880718,-0.66962,-0.218622,-0.043585,0.265843,-0.201829,-0.309765,-0.131663,-0.125778,-0.237803,0.101163,0.155412,5
23,3,1.413169,-0.114233,-0.672964,-0.129153,0.011789,-0.456565,0.079841,-0.052622,0.001869,-0.256602,-0.093148,0.181971,5
5,6,1.203706,-0.7024,-0.358294,0.132887,0.190012,-0.202394,-0.341246,-0.296584,-0.037877,-0.098351,0.02498,0.131354,5
25,8,1.334165,-0.882186,-0.09642,-0.152286,0.286934,-0.045694,-0.413106,-0.166122,-0.121077,-0.206058,0.019859,0.124288,5
9,5,1.329436,-0.899595,-0.079018,0.111588,0.121599,-0.048181,-0.420689,-0.174104,-0.125181,-0.173642,0.059434,0.162129,5
8,1,1.483986,-0.408009,-0.575877,-0.227402,-0.02516,-0.226565,-0.125799,-0.078011,-0.097294,-0.217769,0.052611,0.24916,5
1,7,1.481784,-0.577054,-0.123654,-0.059386,0.07857,-0.063066,-0.435646,-0.066657,-0.075271,-0.16363,0.156315,0.224009,5
