Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air_Quality
22.6,72.0,40.4,46.2,14.6,4.5,1.04,14.8,270,Good
24.2,41.4,22.6,31.1,24.7,3.7,1.05,11.2,257,Good
26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584,Good
27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,Good
29.0,65.3,3.5,6.1,8.5,2.5,1.13,14.1,319,Good
21.8,43.0,13.5,17.0,12.5,2.5,0.99,13.0,623,Good
19.5,48.2,1.0,7.4,18.7,6.8,0.92,10.7,305,Good
21.2,55.0,8.5,13.5,15.8,7.1,1.04,13.0,503,Good
26.2,60.3,19.1,22.0,15.0,5.1,0.84,13.5,466,Good
22.9,40.5,3.7,7.3,13.4,0.9,1.12,12.6,246,Good
27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397,Good
26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,Good
21.5,72.6,4.5,9.5,22.4,4.7,0.98,12.5,391,Good
24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,381,Good
28.0,45.1,12.5,13.4,26.1,6.5,0.94,10.3,409,Good
26.1,63.1,15.8,19.1,22.7,4.6,0.89,10.5,249,Good
25.0,38.6,18.5,25.2,14.0,4.8,1.12,11.9,499,Good
27.3,62.8,2.4,5.1,14.2,2.7,1.02,10.6,538,Good
25.1,43.3,23.0,28.6,24.2,3.9,1.01,16.0,392,Good
23.8,54.2,2.6,5.1,18.7,6.8,1.12,12.2,351,Good
29.3,67.5,1.9,5.0,12.1,4.5,1.12,11.0,576,Good
25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384,Good
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,Good
24.1,52.5,8.2,9.5,22.3,3.5,0.82,11.5,511,Good
28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347,Good
26.2,47.6,16.4,20.2,24.0,9.9,0.85,11.5,506,Good
21.3,75.7,28.7,33.5,14.8,3.2,1.1,11.4,243,Good
22.6,59.2,30.8,37.0,14.6,2.0,1.01,11.7,284,Good
24.0,79.3,6.2,13.3,22.0,6.6,0.9,10.5,579,Good
20.1,54.3,10.1,12.2,27.1,0.6,1.12,10.1,474,Good
25.3,75.6,2.8,5.9,23.8,6.4,1.12,10.1,299,Good
23.5,43.0,14.6,19.0,23.1,1.7,1.14,12.7,297,Good
17.8,57.7,1.2,6.8,27.1,3.0,0.95,10.9,453,Good
26.7,63.2,6.8,9.3,13.4,4.9,0.98,10.0,358,Good
24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557,Good
23.8,77.4,5.1,10.1,13.0,7.9,0.84,10.1,315,Good
18.3,70.2,15.9,23.1,18.0,7.4,1.16,10.2,399,Good
23.4,50.1,17.0,23.4,28.5,10.6,0.89,10.2,200,Good
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,Good
24.0,45.3,20.8,25.7,12.9,3.6,0.77,13.4,346,Good
26.7,68.4,2.8,10.4,24.4,2.3,1.12,11.6,545,Good
27.7,79.4,10.8,16.8,14.0,7.7,0.92,10.3,348,Good
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11.0,338,Good
23.2,40.5,3.0,6.5,21.1,6.4,0.94,11.4,337,Good
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503,Good
18.8,76.1,14.9,21.5,14.5,3.8,0.86,11.1,342,Good
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,Good
28.3,39.7,52.1,56.7,28.9,0.6,0.99,15.1,384,Good
24.0,39.1,5.1,14.0,14.8,2.0,1.02,10.1,242,Good
17.7,75.2,3.5,8.0,18.6,2.0,1.04,13.0,593,Good
24.5,40.6,0.5,4.1,25.4,4.2,1.02,11.7,494,Good
26.1,78.1,6.2,11.5,13.0,5.3,0.88,15.8,585,Good
27.8,42.0,20.7,24.5,18.2,2.9,0.89,13.2,253,Good
25.5,73.0,11.6,16.3,11.2,3.0,1.06,11.4,494,Good
29.2,65.3,30.6,34.2,22.6,6.0,1.11,16.0,334,Good
23.5,62.3,6.9,13.9,18.3,4.1,0.92,11.4,196,Good
26.2,60.3,13.4,17.3,26.7,7.0,1.23,10.9,308,Good
26.2,80.8,10.2,16.3,13.9,3.2,0.86,12.0,328,Good
33.7,59.5,13.7,21.5,19.6,2.3,1.02,11.7,511,Good
27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468,Good
23.0,40.9,21.6,25.2,21.5,3.4,1.02,14.8,215,Good
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good
17.2,75.7,22.8,29.4,23.7,2.3,1.11,10.7,389,Good
22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395,Good
24.0,75.7,1.6,5.8,24.7,2.3,1.08,11.0,355,Good
29.4,68.8,22.8,25.4,14.3,5.7,1.07,12.2,358,Good
25.3,50.8,7.7,13.4,16.5,3.8,1.15,10.8,338,Good
25.1,57.2,11.5,16.7,13.4,3.6,0.88,10.8,548,Good
29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,Good
24.6,76.2,19.7,25.0,20.5,9.2,0.95,10.3,400,Good
27.5,68.3,0.4,6.2,27.0,9.3,1.12,11.6,465,Good
21.5,79.0,2.7,8.6,24.2,5.2,1.0,10.3,282,Good
24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317,Good
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,Good
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,Good
27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496,Good
24.0,45.0,1.9,7.1,26.1,5.2,1.15,10.9,265,Good
23.1,63.6,9.9,15.5,18.1,3.9,0.98,15.0,205,Good
23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,275,Good
26.7,61.6,12.9,21.1,20.3,7.5,0.99,10.7,577,Good
18.5,54.0,5.2,7.7,22.7,3.9,0.86,14.1,415,Good
28.0,48.6,6.1,11.1,19.9,2.8,1.0,10.8,390,Good
19.7,47.2,3.0,11.0,12.5,5.9,1.12,24.8,259,Good
27.6,51.2,7.0,14.8,19.6,6.1,0.98,18.2,315,Good
29.7,72.2,9.0,10.4,19.6,5.6,1.09,10.6,409,Good
24.7,51.4,3.5,9.4,14.6,4.3,0.85,11.6,215,Good
27.7,68.1,30.4,35.6,28.8,5.0,0.86,11.0,485,Good
24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442,Good
24.2,62.7,4.5,8.5,22.3,0.3,0.99,10.3,555,Good
27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,Good
29.8,44.6,4.0,11.0,19.5,3.3,1.02,13.1,461,Good
28.1,39.9,2.8,7.6,18.2,4.8,1.08,10.8,470,Good
24.7,43.2,5.3,11.2,13.7,1.4,1.01,10.1,552,Good
29.9,74.6,5.4,10.0,18.3,3.4,0.98,12.7,263,Good
19.6,47.2,0.9,7.5,23.2,3.8,1.02,10.5,380,Good
27.3,71.0,8.3,11.9,13.5,11.1,1.13,12.0,390,Good
15.4,64.2,5.5,10.5,15.4,4.1,1.0,12.7,549,Good
22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,Good
23.5,67.0,1.8,6.8,19.6,4.0,1.07,10.8,320,Good
20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501,Good
26.5,51.7,0.7,5.3,10.7,7.1,1.05,10.2,555,Good
29.4,63.9,9.3,12.2,19.1,6.7,0.95,11.0,315,Good
21.4,77.6,7.7,11.2,25.2,5.0,0.94,12.6,547,Good
23.6,43.3,5.4,10.2,16.4,6.8,1.04,15.8,368,Good
27.0,78.8,2.8,3.4,19.1,7.0,1.05,11.6,420,Good
27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469,Good
24.9,66.8,7.0,11.8,24.5,8.9,0.93,10.2,388,Good
26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565,Good
24.2,68.7,8.6,12.6,22.0,4.0,1.0,12.2,321,Good
20.9,41.1,1.7,8.4,24.8,4.9,1.08,11.2,590,Good
28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577,Good
27.7,56.7,1.4,9.1,29.5,4.9,1.07,17.1,598,Good
22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593,Good
24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385,Good
29.9,56.3,13.9,16.1,13.0,3.3,0.99,10.2,519,Good
26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523,Good
24.0,65.5,3.6,9.1,25.2,6.7,0.97,14.1,387,Good
28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599,Good
21.5,59.9,4.1,5.5,15.1,7.1,0.97,11.8,365,Good
23.6,49.1,17.4,24.3,25.4,2.0,0.91,12.3,433,Good
22.3,59.6,17.9,23.5,27.9,5.8,1.01,10.0,359,Good
27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335,Good
31.5,48.2,6.7,11.7,15.6,3.7,1.29,11.6,269,Good
30.6,47.9,14.4,18.8,16.1,2.4,1.05,12.4,386,Good
21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577,Good
21.9,74.0,14.4,19.4,17.5,4.3,1.07,10.1,483,Good
25.2,77.3,2.2,4.3,12.2,1.8,0.87,10.2,547,Good
27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,Good
23.6,47.8,3.8,6.4,14.0,3.3,1.09,10.4,209,Good
25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319,Good
31.1,61.0,27.1,31.1,13.0,3.8,0.98,13.4,278,Good
24.5,45.3,3.6,9.0,24.4,3.8,0.9,11.2,527,Good
22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,Good
20.0,72.8,3.6,8.3,26.2,6.5,0.95,11.1,516,Good
23.6,72.6,1.1,4.7,14.0,4.0,1.12,13.0,300,Good
25.0,61.8,4.4,11.0,26.4,3.4,1.05,11.5,397,Good
25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493,Good
26.9,63.4,4.7,10.2,19.4,7.5,1.03,11.0,368,Good
23.2,57.5,17.8,26.2,11.0,2.9,1.19,10.4,500,Good
22.5,64.7,7.9,13.2,18.4,6.9,0.94,11.7,365,Good
26.2,36.9,4.4,10.8,26.0,3.2,1.0,21.8,221,Good
21.0,60.5,4.6,8.9,15.1,6.8,0.93,10.2,378,Good
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,Good
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534,Good
29.5,54.8,6.7,15.1,14.0,6.6,0.78,11.9,315,Good
23.4,64.4,7.2,11.4,12.4,6.2,1.01,13.5,295,Good
24.9,60.1,8.8,16.7,22.5,2.6,0.97,15.5,589,Good
21.9,68.0,32.0,37.2,25.5,1.8,1.14,12.3,211,Good
22.2,57.7,6.3,12.5,24.5,7.8,1.11,12.6,352,Good
22.4,54.5,0.0,4.6,20.6,7.5,0.74,11.4,326,Good
20.5,61.9,2.6,4.7,24.8,5.4,0.97,11.3,296,Good
23.0,69.6,12.6,18.1,25.6,6.1,1.24,10.2,521,Good
23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410,Good
22.1,56.3,6.8,13.1,25.6,1.5,1.01,11.6,535,Good
26.7,61.9,11.8,16.3,13.0,6.3,0.85,16.7,361,Good
30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464,Good
26.8,52.0,14.8,20.5,26.8,2.2,0.76,10.9,395,Good
21.4,65.3,9.9,12.7,25.5,2.5,1.01,11.7,295,Good
19.6,60.0,2.5,7.0,22.7,4.8,1.01,11.8,594,Good
29.6,64.6,10.6,14.4,20.9,3.1,1.02,11.9,485,Good
27.0,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482,Good
22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,Good
22.7,79.5,1.0,8.1,12.2,6.5,1.03,12.4,439,Good
17.4,62.3,4.6,11.8,20.9,6.1,1.25,10.1,486,Good
22.9,74.4,0.0,1.9,15.7,3.7,0.9,10.3,390,Good
25.0,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,269,Good
21.0,70.6,8.1,10.4,25.0,4.5,0.88,10.1,220,Good
28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,Good
23.9,80.5,0.6,3.6,13.9,7.3,0.94,12.7,348,Good
22.5,56.1,27.4,33.8,19.0,5.4,0.87,16.6,492,Good
26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593,Good
19.2,72.5,0.9,8.9,18.2,7.6,0.91,10.4,381,Good
21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,Good
25.2,75.0,20.4,25.4,13.9,4.9,0.91,10.2,390,Good
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,Good
27.4,78.8,26.0,28.3,20.0,2.1,0.99,11.1,486,Good
26.3,65.7,1.3,5.5,18.3,5.9,0.85,13.0,529,Good
26.4,46.2,18.3,27.0,23.0,2.2,1.07,16.8,254,Good
25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438,Good
24.2,41.9,14.0,18.5,24.5,6.8,1.01,10.4,361,Good
30.9,76.7,12.4,16.2,13.7,6.9,0.73,11.2,579,Good
23.8,70.2,7.0,8.2,25.3,8.6,1.07,10.4,267,Good
26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267,Good
22.6,43.5,21.0,24.9,24.5,4.8,0.99,10.0,284,Good
26.6,67.8,11.2,12.1,28.3,4.1,1.01,11.9,551,Good
23.0,44.5,2.3,10.6,13.7,6.3,1.13,11.5,537,Good
28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243,Good
20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316,Good
25.2,61.7,27.9,33.6,12.7,5.5,1.08,11.9,300,Good
26.5,54.1,12.3,15.3,20.3,5.3,0.99,12.7,374,Good
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189,Good
25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317,Good
19.7,42.8,13.1,20.8,21.3,3.5,0.96,11.3,452,Good
27.6,73.5,18.0,24.3,24.2,5.3,0.8,17.7,311,Good
24.6,62.9,0.6,2.6,29.2,4.8,0.99,11.2,387,Good
26.8,50.9,17.8,25.3,21.3,3.2,0.98,11.5,346,Good
27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238,Good
25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494,Good
26.1,76.9,9.1,16.2,27.8,5.2,1.24,10.3,349,Good
22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,Good
29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516,Good
24.4,63.7,31.1,34.2,16.4,-0.2,0.99,10.7,501,Good
31.1,64.9,3.7,11.2,21.3,7.9,1.02,11.5,233,Good
24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,244,Good
24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,Good
26.4,45.0,1.3,6.3,20.5,4.4,0.96,10.2,225,Good
24.3,74.5,2.4,8.1,26.0,7.9,1.09,12.8,329,Good
23.1,71.0,4.9,9.9,17.7,4.4,1.01,11.8,342,Good
18.8,75.9,10.5,18.4,13.9,5.8,0.76,11.4,557,Good
22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243,Good
24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361,Good
28.7,63.2,10.7,16.8,22.0,6.4,0.76,15.0,319,Good
35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442,Good
22.6,70.7,0.8,7.4,26.3,1.8,1.07,10.8,481,Good
18.1,61.3,7.8,12.3,12.9,7.3,1.04,10.1,218,Good
33.6,57.0,3.4,8.2,17.6,3.5,1.12,13.1,297,Good
27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225,Good
27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,Good
28.8,67.1,18.2,23.0,22.1,5.9,1.03,15.6,569,Good
28.8,40.1,12.0,17.6,25.9,7.2,1.06,13.3,390,Good
22.7,53.6,1.5,4.5,23.8,3.3,1.06,12.0,359,Good
29.8,67.7,3.6,12.7,17.0,6.8,1.01,13.7,550,Good
24.1,55.9,32.3,39.5,14.8,2.7,1.13,17.4,567,Good
29.6,53.0,14.8,20.6,22.5,5.5,0.99,11.1,509,Good
22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533,Good
23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,Good
20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416,Good
26.8,55.4,4.9,7.3,22.8,5.3,1.1,16.7,313,Good
31.7,52.1,24.3,30.1,15.3,6.0,0.91,13.8,418,Good
27.3,78.6,13.8,18.7,14.4,5.4,1.03,14.5,270,Good
20.3,52.3,2.2,6.1,19.0,5.7,0.9,10.4,359,Good
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,Good
23.8,73.6,36.9,42.2,28.3,5.7,1.07,15.3,555,Good
23.1,57.1,1.0,6.9,22.8,5.6,0.94,12.0,535,Good
23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,Good
23.3,55.0,2.0,12.5,19.2,5.7,1.12,10.6,339,Good
21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262,Good
30.3,60.5,6.5,11.1,16.5,6.0,1.07,14.9,307,Good
23.2,67.0,8.1,14.5,12.4,3.8,0.89,10.5,222,Good
17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566,Good
27.1,66.8,0.1,5.2,23.1,6.4,0.99,12.7,417,Good
28.2,52.0,15.9,19.6,21.0,5.3,1.16,19.4,496,Good
27.2,66.4,13.0,16.3,23.5,4.9,1.08,14.0,428,Good
28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376,Good
29.8,60.9,8.5,14.6,16.7,2.5,1.06,13.1,217,Good
28.3,75.6,0.1,8.7,10.4,4.0,1.04,12.5,518,Good
26.5,60.1,12.1,18.9,9.9,4.4,0.92,10.2,205,Good
23.0,75.6,4.9,7.0,12.7,3.8,1.05,10.7,331,Good
28.0,64.0,5.0,10.8,15.5,3.4,0.88,12.4,470,Good
26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,Good
23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340,Good
29.3,56.4,0.5,1.5,25.0,3.4,0.88,11.2,407,Good
28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366,Good
23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269,Good
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341,Good
25.4,56.8,5.7,8.2,15.6,4.2,1.01,12.0,375,Good
21.8,79.6,7.1,16.8,14.5,6.0,0.91,10.8,455,Good
27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407,Good
25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465,Good
29.0,56.0,5.5,10.1,14.5,3.7,0.86,13.4,233,Good
21.6,64.6,0.3,7.9,14.7,4.9,1.05,10.3,380,Good
24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461,Good
28.5,71.0,6.7,13.1,21.8,4.0,0.97,13.1,510,Good
25.5,65.8,20.5,24.1,15.0,4.1,1.03,10.6,543,Good
23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,474,Good
22.9,78.5,6.7,9.7,15.9,2.2,0.99,10.0,249,Good
28.1,78.4,26.9,33.2,21.9,5.0,0.77,11.3,249,Good
21.0,48.0,10.5,14.3,22.3,6.9,1.08,13.5,555,Good
28.7,73.6,16.2,20.1,27.1,3.4,0.88,10.2,581,Good
22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,Good
27.4,58.0,2.9,7.0,25.8,2.3,1.0,10.4,562,Good
28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483,Good
27.9,70.5,2.0,6.6,17.7,3.2,0.94,11.0,554,Good
24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,Good
27.8,42.1,1.5,5.3,13.5,3.8,1.09,10.8,527,Good
22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266,Good
22.0,52.2,12.3,19.1,27.3,4.9,0.86,12.0,316,Good
30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,Good
31.7,47.3,1.2,6.9,11.5,5.5,1.18,15.7,451,Good
25.0,64.5,6.9,15.4,17.8,8.3,0.87,11.3,329,Good
22.7,56.4,1.9,6.7,12.6,3.6,1.05,11.0,472,Good
23.0,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444,Good
24.1,47.5,22.8,26.0,26.5,4.1,0.91,12.2,406,Good
21.9,49.8,11.2,16.3,24.9,8.5,1.12,12.6,507,Good
31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531,Good
24.2,61.7,3.2,8.8,19.1,5.5,1.21,10.2,406,Good
28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368,Good
29.1,41.6,22.5,25.3,19.6,5.8,0.99,11.2,263,Good
22.1,49.1,11.2,13.8,25.3,6.8,0.72,12.5,448,Good
25.0,56.6,3.9,10.9,16.5,4.0,1.06,11.1,583,Good
29.7,61.6,1.5,10.0,21.0,5.4,1.17,13.4,541,Good
25.8,55.8,18.9,26.4,19.9,7.3,1.0,12.0,579,Good
32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,Good
14.1,54.5,3.6,8.3,17.4,7.0,0.99,10.1,238,Good
27.2,46.0,4.5,8.3,24.2,6.1,1.06,12.5,545,Good
23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360,Good
25.7,68.2,0.7,8.1,22.4,5.3,1.04,13.4,523,Good
23.6,50.2,0.4,3.7,12.7,7.4,1.04,14.2,340,Good
22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,Good
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,Good
24.4,66.2,2.9,8.6,20.8,5.6,0.93,13.1,467,Good
31.6,61.2,2.4,8.6,15.3,5.1,0.97,10.2,501,Good
29.3,68.3,3.0,8.1,10.8,5.2,1.09,10.5,336,Good
29.4,52.6,0.3,8.0,25.2,6.5,0.98,10.9,429,Good
25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307,Good
21.4,62.6,5.3,10.8,14.3,3.5,0.93,14.7,391,Good
29.2,70.3,3.5,8.1,16.7,3.7,1.05,10.8,585,Good
24.8,60.1,0.1,1.7,17.5,5.9,0.99,13.3,457,Good
20.3,66.0,3.3,10.1,23.4,5.0,0.81,10.8,291,Good
27.4,61.2,24.3,32.1,23.8,4.8,0.98,11.6,345,Good
25.5,56.8,5.6,11.7,24.9,2.5,1.09,11.2,507,Good
24.5,64.6,10.4,15.2,27.3,8.0,1.09,11.1,601,Good
26.7,66.0,0.5,5.4,20.9,-0.6,0.87,10.1,422,Good
23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385,Good
29.0,80.3,5.4,11.2,19.0,4.6,1.01,10.1,538,Good
28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512,Good
24.3,78.7,13.3,20.4,23.6,3.8,0.92,11.1,348,Good
22.0,49.9,1.5,3.0,16.1,4.8,0.97,20.0,587,Good
23.6,50.5,19.6,25.4,21.6,5.0,0.96,10.5,294,Good
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,Good
25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267,Good
26.8,44.5,5.1,8.1,23.4,4.4,1.12,11.0,401,Good
31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353,Good
24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410,Good
39.4,75.2,109.6,145.2,46.8,34.7,2.5,6.1,794,Hazardous
44.7,100.3,79.8,104.0,51.0,17.9,2.62,4.9,574,Hazardous
41.2,82.7,17.3,25.0,43.5,24.5,2.33,2.6,494,Hazardous
39.8,108.4,30.3,39.3,32.2,21.5,2.03,3.0,572,Hazardous
33.4,80.2,10.3,32.4,40.3,12.9,1.36,2.6,597,Hazardous
44.8,101.8,146.3,164.9,38.8,10.8,2.36,2.8,586,Hazardous
41.3,77.0,7.0,28.8,51.9,25.2,2.11,8.3,643,Hazardous
41.3,90.6,70.6,88.5,45.0,30.2,2.93,6.8,902,Hazardous
37.3,86.8,41.6,62.9,33.0,20.0,2.09,5.1,734,Hazardous
40.8,100.7,23.3,39.7,49.3,31.9,2.78,11.2,671,Hazardous
35.1,69.2,7.9,30.3,35.3,27.6,2.07,4.9,724,Hazardous
22.9,89.4,13.5,34.2,30.5,34.0,3.09,2.6,833,Hazardous
49.4,100.9,173.9,186.8,34.0,19.1,3.21,2.6,820,Hazardous
31.1,116.9,16.1,35.6,31.7,20.7,2.73,4.5,544,Hazardous
31.8,78.6,104.1,114.7,51.4,20.6,2.64,7.5,853,Hazardous
41.5,106.1,2.5,16.1,41.6,22.9,2.33,9.7,629,Hazardous
41.5,94.0,62.1,79.4,30.0,20.0,2.8,7.8,547,Hazardous
47.2,78.4,17.9,46.0,42.9,21.1,2.36,2.8,517,Hazardous
47.0,66.5,44.2,78.1,46.5,20.9,1.91,5.4,673,Hazardous
35.5,111.3,38.0,50.8,38.4,11.3,2.09,3.2,497,Hazardous
44.6,70.1,58.9,79.8,45.1,16.8,2.52,4.1,658,Hazardous
48.8,95.8,9.8,28.0,36.0,33.7,2.59,2.6,586,Hazardous
33.3,98.3,36.1,67.4,50.4,2.1,2.52,2.9,494,Hazardous
38.0,78.8,63.0,65.2,30.9,19.4,2.19,3.0,571,Hazardous
32.5,85.1,24.8,46.3,29.1,13.2,1.89,5.9,599,Hazardous
45.6,78.7,3.4,25.3,34.0,11.5,2.41,2.5,503,Hazardous
44.4,102.1,35.4,54.7,55.5,25.5,1.79,3.0,772,Hazardous
47.0,63.5,82.5,101.4,41.3,24.7,2.46,2.9,582,Hazardous
34.9,80.9,21.4,32.8,50.8,16.6,2.11,3.8,797,Hazardous
39.7,79.0,46.0,74.8,46.3,14.9,2.24,5.9,730,Hazardous
41.4,99.5,0.7,40.0,44.6,16.6,2.51,8.8,608,Hazardous
29.3,92.0,18.4,42.3,32.0,26.4,3.1,3.9,515,Hazardous
39.2,108.0,73.5,88.5,34.0,15.8,1.96,6.2,734,Hazardous
34.0,91.8,12.8,42.5,38.3,4.8,1.76,4.2,633,Hazardous
44.7,97.9,34.6,57.3,28.1,22.6,1.78,3.5,562,Hazardous
46.1,80.1,7.7,10.4,34.4,30.5,1.85,5.7,771,Hazardous
40.4,92.4,92.0,112.9,42.2,26.4,2.32,3.7,633,Hazardous
48.4,89.1,14.7,32.7,52.0,0.0,2.59,2.6,664,Hazardous
40.5,106.5,61.9,84.7,37.6,19.6,3.03,4.5,625,Hazardous
35.0,72.8,74.5,92.2,38.8,19.9,2.27,3.0,623,Hazardous
38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637,Hazardous
25.0,87.3,49.8,70.3,35.2,15.4,2.85,4.7,680,Hazardous
50.2,69.1,0.4,24.1,41.5,21.9,2.82,7.3,883,Hazardous
38.3,107.8,39.3,60.8,32.3,29.0,2.61,6.8,462,Hazardous
54.6,90.7,48.9,62.9,30.1,11.5,2.74,3.7,617,Hazardous
45.4,104.7,134.5,155.1,46.3,23.4,3.36,8.5,736,Hazardous
39.4,96.6,14.6,35.5,42.9,17.9,1.82,3.1,674,Hazardous
44.9,105.8,24.5,47.4,39.9,26.7,2.36,4.0,878,Hazardous
