company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin
557,485466150,0.09414,-5.37226,0.0553,0.17589,40.5109,1.30798,37.45057,nan,0.80389
558,81823744783,0.29541,-3.98558,0.15872,0.10407,24.16011,1.13252,22.53336,2.0,0.86119
559,16724785184,0.09564,0.70922,0.14163,0.16448,16.64752,0.27343,17.10542,nan,0.30202
544,66046909833,0.20391,3.98673,0.17549,0.11276,34.76628,0.53999,41.33928,1.0,0.41224
545,3838896860,0.08851,2.55789,0.04949,0.12444,9.23789,0.49103,12.90799,nan,0.27857
546,34955003038,0.30836,0.16939,0.21422,0.29345,26.01622,0.79796,26.3009,3.0,0.57778
560,14440365787,0.27188,6.89086,0.3588,0.05357,18.49227,0.57133,23.34805,1.0,0.37164
547,772076330,0.09288,-4.6859,0.12589,0.13301,13.94792,0.5418,9.33808,nan,0.13132
561,5793724034,0.15602,2.88844,0.17869,0.09798,13.74883,0.22807,17.68712,1.0,0.27317
548,31401118455,0.14409,3.03479,0.27205,0.07531,49.5549,0.17645,54.9903,nan,0.38641
549,155859251,0.08258,3.9301,0.05827,0.22954,2.33217,0.70521,4.5878,nan,0.39091
550,58757285582,0.28557,4.18988,0.07972,0.13325,26.94,0.30277,30.71551,1.0,0.69679
551,46201246307,0.12063,0.46941,0.40389,0.1512,28.41908,0.32857,29.15078,nan,0.27833
552,1255438530,0.08702,-1.89091,0.11092,0.116,8.84526,0.15145,7.27867,nan,0.19126
553,17372188536,0.12533,2.34393,0.23194,0.1439,21.57639,0.3368,24.40204,nan,0.4145
554,158337710587,0.10104,4.4416,0.07506,0.06142,21.67067,0.76266,26.84106,nan,0.1921
562,6689762554,0.21305,6.34748,0.48275,0.08899,34.24184,0.80843,51.60113,1.0,0.30989
563,155866793000,0.36864,1.91251,0.09252,0.13478,30.57012,1.11664,33.01468,1.0,0.68701
564,309199080000,0.19059,-0.18047,0.09772,0.16107,27.33662,1.333,26.86303,2.0,0.7635
565,274582478765,0.17287,0.78651,0.13085,0.09416,42.8126,0.3245,43.9866,1.0,0.7146
566,60863850244,0.19122,1.22926,0.19703,0.21369,11.92209,0.07236,13.68606,1.0,0.20267
594,5917652309,0.0669,4.6752,0.18092,0.08989,16.56564,0.14053,21.93067,nan,0.11566
595,5074467964,0.15171,5.06326,0.51349,0.20587,8.62711,0.1039,15.77613,1.0,0.30074
596,1449306355,0.04583,0.39987,0.07182,0.11656,17.05983,0.00776,17.11707,nan,0.13734
597,336717654,0.33684,-2.48355,0.28669,0.27711,-6.86877,0.99852,-6.94148,3.0,0.89705
567,3238482013,0.10303,3.84703,0.08212,0.13051,22.63653,0.23599,27.03139,nan,0.31861
598,137184727,0.28907,-1.88912,0.17201,0.11719,65.08852,0.51328,55.00894,nan,0.60899
568,12429412651,0.21768,5.14018,0.31066,0.06401,21.29789,0.31813,29.00218,1.0,0.25845
599,210552600000,0.12041,-3.02063,0.14381,0.10963,62.57867,2.15748,61.85208,nan,0.79243
600,94067204189,0.16393,3.13641,0.61536,0.11553,45.84979,0.26601,51.6083,1.0,0.48455
569,914938311,0.08149,2.74597,0.1224,0.1045,9.16546,0.24038,11.93173,nan,0.36018
570,4166669920,0.08036,1.16175,0.2238,0.16329,7.4508,0.09279,8.49657,nan,0.39489
571,5797881549,0.10095,5.89113,0.14399,0.1355,9.36586,0.32072,14.93139,nan,0.1714
601,252337631,0.12227,-3.96721,0.06108,0.11952,9.55829,0.09262,14.14483,nan,0.35596
602,3808418102,0.16602,1.19878,0.08064,0.12945,18.18133,1.69921,19.52945,nan,0.38425
603,7542733702,0.19388,0.29312,0.17318,0.11406,79.75162,0.89446,81.55057,1.0,0.4596
572,554255622,0.08757,-3.3037,0.05456,0.0484,61.80261,1.32547,59.88453,nan,0.61633
604,6247888946,0.04356,4.48441,0.08639,0.09652,27.1745,0.85172,30.99955,nan,0.34482
573,9150412678,0.09969,-0.96538,0.1277,0.08489,23.17387,0.73391,25.86811,1.0,0.53115
574,5668571036,0.07947,-2.93298,0.10071,0.14268,31.22888,0.74034,28.51698,nan,0.24362
575,4431623151,0.11339,4.91084,0.10517,0.07863,9.18729,0.20057,13.02754,nan,0.19763
576,13362969430,0.18844,-0.72196,0.09406,0.2161,8.05998,0.23882,7.83103,nan,0.41187
577,5021824147,0.3874,1.0248,0.20414,0.08337,10.11031,0.64895,11.99215,nan,0.77124
605,1848478771,0.19146,-0.15101,0.29279,0.22092,21.62573,0.23949,3.57916,2.0,0.38209
578,18626475785,0.22506,-0.10737,0.18937,0.15987,16.49022,0.27342,16.34194,3.0,0.50143
579,4833389626,0.09228,5.18753,0.11586,0.04131,14.95684,0.23778,24.61182,nan,0.21198
580,82012499928,0.46745,0.78502,0.33683,0.15249,31.81867,0.57618,33.64833,nan,0.48398
606,14342751211,0.06299,-0.64589,0.2613,0.13984,40.88143,0.351,44.35862,1.0,0.37754
581,6669457869,0.14224,-2.36455,0.09615,0.13028,50.09531,1.30778,49.25897,nan,0.66629
582,18056246050,0.22898,4.93105,0.1026,0.12687,17.46302,0.28107,23.94091,nan,0.49081
583,690971253,0.06641,2.16137,0.05529,0.04639,15.52334,0.29748,20.31906,nan,0.28617
607,2461766173,0.15611,0.20643,0.11011,0.07709,33.66993,0.09024,34.86682,nan,0.39562
608,417670400,0.0407,2.47863,0.15267,0.13436,5.13213,0.17032,7.17903,nan,0.25764
584,21350838099,0.12424,-2.14736,0.11047,0.09786,51.2362,0.7182,54.13596,nan,0.17271
585,20925953324,0.1799,2.41838,0.06577,0.06841,30.7919,0.80353,34.06337,nan,0.43014
609,5926707872,0.09974,0.03073,0.2224,0.31012,15.30311,1.24829,14.57114,nan,0.162
586,3070284251,0.10762,-0.4464,0.1982,0.26729,13.73251,0.25611,13.94058,nan,0.41269
610,2330656984,0.14228,-1.28864,0.07367,0.11821,15.3677,0.26561,15.5547,nan,0.47377
587,167037477,0.03098,-1.27619,0.06981,0.11711,8.75858,0.15913,9.14553,nan,0.12129
611,4431617616,0.13909,-0.19122,0.19779,0.18585,20.51298,1.14329,21.11329,nan,0.38208
588,148170946650,0.19892,2.47083,0.17817,0.11761,46.19398,0.53164,49.64119,nan,0.63571
589,642752743,0.09578,-2.21738,0.14535,0.05401,37.33005,0.0784,29.08761,nan,0.24573
612,5755115318,0.12841,4.31904,0.03314,0.08797,45.66443,0.51875,46.23175,nan,0.32311
613,1051995011,0.07239,2.31274,0.12446,0.06328,11.59262,0.21222,15.41747,nan,0.16726
590,261949933,0.04181,3.25774,0.06753,0.12672,6.40273,0.67315,8.42097,nan,0.39165
591,1961940770,0.11164,-5.53982,0.05929,0.16493,11.25017,0.72008,9.21073,nan,0.89043
614,31452013,0.11545,-0.57717,1.23758,0.33609,-2.31697,0.17635,-1.02551,1.0,0.25717
592,82032811571,0.23777,-0.89191,0.19307,0.10823,81.84807,0.78875,81.06579,nan,0.7989
593,36547221840,0.04023,3.62492,0.86834,0.22895,17.08955,0.33856,22.7071,1.0,0.18459
615,19469386,0.16277,-3.69712,0.14962,0.23934,8.58465,0.0446,5.99067,nan,0.69748
616,378434094,0.08418,-2.88303,0.07429,0.18026,9.4473,0.47329,8.28858,nan,0.73084
640,12961448415,0.17086,0.00571,0.27083,0.1352,10.76329,0.11017,12.18075,nan,0.73913
617,71865247896,0.05697,2.48655,0.31097,0.13972,13.70187,0.38161,16.55474,nan,0.28425
641,839021037,0.39932,0.10849,0.21395,0.32224,6.66352,0.16594,6.68849,2.0,0.82007
618,139685873,0.22613,-2.5931,0.18206,0.13138,27.3566,1.03514,21.18843,nan,0.4745
619,43961875591,0.18826,0.96681,0.25573,0.1403,16.15288,0.23273,16.86568,1.0,0.34434
642,3535456269,0.24896,-0.00058,0.24665,0.27516,42.03379,1.19717,42.01076,2.0,0.42173
620,21661690847,0.18301,2.18564,0.09832,0.07613,23.58624,0.79943,25.7284,nan,0.43185
643,8966891723,0.17841,2.99201,0.05298,0.06455,20.17951,0.17901,23.54678,nan,0.55991
621,9304320775,0.12159,4.78639,0.67952,0.20319,17.84083,0.58343,23.35567,1.0,0.44334
622,14583124950,0.13644,3.06567,0.38712,0.44964,6.31911,0.12215,11.56237,1.0,0.82614
644,1609094246,0.10337,0.89863,0.16669,0.14967,11.48561,0.12504,12.42483,nan,0.42925
623,16742158294,0.19144,-1.29294,0.1768,0.17173,35.51059,0.26675,35.87232,3.0,0.57758
624,3433520000,0.12152,0.54942,0.27156,0.07671,17.61874,0.05723,18.93745,nan,0.22763
625,10904552528,0.10115,1.70916,0.17457,0.10986,30.71251,0.62792,33.1928,nan,0.17104
626,32635467881,0.73933,-1.24838,0.38592,0.45957,77.10757,4.66935,74.90445,2.0,0.88751
645,12917178040,0.09079,-0.40863,0.29487,0.18991,37.9813,0.95699,39.86616,nan,0.33766
627,3825162400,0.07678,-1.41303,0.0792,0.15341,22.29564,0.59982,21.02808,1.0,0.43952
646,838565827,0.28114,0.11325,0.30578,0.70518,17.11741,0.0975,17.45292,nan,0.39494
647,359597800,0.0711,-2.69484,0.10664,0.12174,6.28553,0.42627,8.94119,nan,0.30234
628,194738534917,0.17479,3.87092,0.12495,0.12875,25.05071,0.68973,28.71475,nan,0.40767
648,1036491819,0.1443,1.79676,0.08959,0.15977,14.44349,0.11379,16.3947,nan,0.42754
629,2651729437,0.21157,1.34037,0.16287,0.15562,13.44478,1.70426,15.24171,2.0,0.56981
630,5153616699,0.13436,3.00883,0.11612,0.04377,20.13117,0.23282,27.94232,nan,0.31519
631,134848477348,0.10965,1.21516,0.61205,0.22388,30.44174,0.37687,31.87754,1.0,0.3027
632,15321491280,0.18871,1.03317,0.20742,0.07936,18.90754,0.54497,20.61924,1.0,0.27927
633,2331968945,0.12401,-1.7269,0.10775,0.12053,18.40878,0.23648,17.18484,nan,0.33874
649,10328846256,0.16473,1.44121,0.29251,0.28384,15.5557,1.01262,16.66278,nan,0.3062
634,8293323529,0.11554,1.71578,0.24403,0.13538,22.44353,0.37938,24.46859,nan,0.34066
650,29151021423,0.10044,1.10887,0.48617,0.17618,54.96162,0.74798,64.10721,nan,0.36291
651,92941606135,0.17434,0.98861,0.32411,0.28187,32.8936,0.56879,33.79508,nan,0.35285
635,959208613,0.08252,-0.93216,0.06672,0.07887,55.11699,0.62407,56.5731,nan,0.32826
652,18913096000,0.17051,6.51823,0.07058,0.0948,38.87791,0.57406,48.67925,1.0,0.58408
653,3902705502,0.13114,0.55314,0.14205,0.14888,10.35243,0.50774,11.2792,nan,0.2315
636,17117025900,0.13015,5.73786,0.06918,0.06598,31.08075,0.18701,35.90834,nan,0.6141
637,4414248732,0.06979,2.21037,2.03876,0.19217,19.49255,0.27657,22.85164,1.0,0.1965
654,1871280680,0.06946,-1.81746,0.0339,0.07091,30.48196,0.24299,27.17494,1.0,0.90959
638,29028525,0.02348,-4.80124,0.10771,0.12007,13.13266,0.33284,8.72268,nan,0.17599
639,25665455453,0.13265,-2.05483,0.07227,0.13481,51.56771,0.9729,52.20171,nan,0.4389
655,1368058672,0.1191,3.92651,0.08842,0.06427,18.55468,0.92784,23.04083,nan,0.21414
666,145567685637,0.0639,4.12868,0.26616,0.1247,24.13352,1.93417,25.28863,nan,0.39283
667,20801238695,0.26784,0.80288,6.22469,0.89706,29.91952,0.70239,30.55241,nan,0.39067
656,7780651198,0.0923,-0.86638,0.18388,0.24689,14.2389,0.33034,13.12998,nan,0.19457
657,2229325708,0.16033,2.64216,0.16471,0.11448,48.99924,1.93892,53.76378,1.0,0.28314
658,5231961889,0.17038,5.36445,0.1435,0.03242,11.42782,0.01195,26.74856,nan,0.53201
668,16121246138,0.13907,-0.26292,0.51509,0.31405,12.68412,0.53131,12.06288,nan,0.38694
659,121542858,0.07351,0.09176,0.06678,0.11261,8.81281,0.29829,8.98257,nan,0.26107
669,3580997530,0.07563,-0.95369,0.06899,0.09257,26.66362,0.33104,25.74461,nan,0.34917
660,113668825126,0.08843,2.51677,0.33558,0.07697,26.08804,0.21438,30.66137,nan,0.1756
670,4048662689,0.37187,-2.26071,0.20845,0.23996,47.64727,1.05301,44.77533,3.0,0.57214
661,16103724448,0.46419,-2.2874,0.18121,0.1892,18.34987,0.86526,14.64436,3.0,0.88941
662,531004060718,0.08175,1.26932,0.13706,0.13311,40.67109,0.67056,44.481,nan,0.22872
671,13552336930,0.09992,2.95376,0.15345,0.12997,14.17654,0.40411,19.49561,1.0,0.51937
663,412063654,0.11586,0.42071,0.10523,0.09567,21.41468,0.54239,25.29747,nan,0.21617
672,1073007631,0.06115,4.56289,0.09443,0.08901,18.64338,1.24511,26.67388,nan,0.4646
673,1995650146,0.08751,-3.65604,0.20866,0.06237,16.36929,1.45952,14.3288,nan,0.76723
664,3470831846,0.07687,1.32601,0.13831,0.07458,14.43309,0.40488,16.55566,nan,0.33961
665,15492752205,0.02974,4.4027,0.12245,0.13346,22.6429,0.48951,28.40596,nan,0.17303
674,553988490,0.34913,-0.10287,0.18126,0.31772,14.00457,5.9696,13.8433,3.0,0.6431
675,6558083501,0.18811,5.02114,0.3179,0.07075,17.63316,0.08762,25.54435,nan,0.42578
679,6804636827,0.12315,1.40144,0.18909,0.26426,16.56279,0.47779,18.53833,1.0,0.2988
680,1475666510,0.12309,-0.51426,0.10768,0.03031,35.32141,0.69619,35.5097,nan,0.43531
676,33988287381,0.22746,-8.25238,0.11867,0.18772,33.96969,1.53346,29.26453,2.0,0.7335
677,176509629501,0.2064,5.25713,0.1003,0.06309,12.76143,0.01325,25.0558,nan,0.59948
678,2405881334,0.08272,-0.3619,0.43619,0.1015,13.18957,0.34063,13.01435,1.0,0.13454
681,52687432274,0.22035,3.86161,0.22408,0.11354,26.65476,0.96869,34.79872,nan,0.54977
682,17591051208,1.41956,4.499,0.12354,0.09334,2.41481,0.37828,6.59899,1.0,0.53721
683,5570918000,0.17856,3.49298,0.38806,0.14552,16.57916,0.04983,21.66434,nan,0.47901
684,36714350615,0.18411,2.49863,0.10719,0.05923,45.76844,0.41243,49.90294,nan,0.26148
696,696112551668,0.04246,1.85941,0.18421,0.07313,58.25143,0.29881,62.99659,nan,0.24628
697,17055068290,0.14964,3.81515,1.41136,0.09205,35.16557,0.46881,43.08987,nan,0.47571
685,3583340011,0.24671,-1.08385,0.1813,0.021,70.18111,0.13987,61.96775,nan,0.28411
698,48386835188,0.19234,4.83898,0.11382,0.06733,39.10298,0.65563,45.67978,nan,0.41776
699,87919121756,0.19825,3.78278,0.33128,0.12724,41.74996,0.41391,49.32194,1.0,0.39328
686,21529085143,0.10996,0.39205,0.24815,0.14022,30.07431,0.57454,33.12548,1.0,0.27697
687,6923337834,0.17271,-0.23603,0.16565,0.25616,23.32158,0.37725,22.94824,2.0,0.47138
688,3781888512,0.16315,0.49752,0.30211,0.36353,43.0545,0.46422,43.65413,3.0,0.53378
700,5980712311,0.17275,0.93674,0.39381,0.18452,9.16931,0.0723,10.53405,1.0,0.3511
689,1878587259,0.02494,-3.4726,0.06733,0.11938,15.54295,0.3538,13.58902,nan,0.24549
701,3673288432,0.1761,5.8084,0.7458,0.09888,13.17098,0.29428,26.02146,nan,0.64523
690,10021818890,0.0568,3.48675,0.12639,0.14623,12.89313,1.55546,18.86256,nan,0.21656
691,22023636331,0.20234,-0.31902,0.18153,0.10207,69.18984,0.63758,67.73948,1.0,0.34873
702,14384995141,0.43276,4.45326,0.4525,0.1809,11.5009,0.32632,16.92634,2.0,0.95085
692,33710993059,0.15324,2.27858,0.10291,0.16206,21.54849,0.33037,23.35248,1.0,0.32265
693,148437884,0.08486,-6.16382,0.02239,0.07031,7.79509,0.19239,6.345,nan,0.41226
694,7096547551,0.25701,0.0416,0.1594,0.06336,16.52355,0.50631,16.54351,2.0,0.61286
704,598470530,0.07244,0.99015,0.10231,0.17234,12.77997,0.34689,14.4497,nan,0.35027
695,17338811296,0.18294,0.03599,0.48134,0.34488,13.85129,0.30456,13.67664,2.0,0.46164
703,6492449779,0.25143,6.15167,0.15585,0.09268,21.34814,1.27183,33.22107,nan,0.5508
705,10192778591,0.13075,1.4482,0.17244,0.094,28.65803,0.12724,30.09175,nan,0.26435
706,68873500000,0.04344,-11.7589,0.18469,0.17463,31.81565,1.34863,30.1861,2.0,0.75767
707,1175290983,0.14763,0.27332,0.23439,0.1016,50.08665,2.65244,50.81078,nan,0.41202
708,29695131048,0.11978,0.99604,0.07851,0.07915,35.76731,0.62346,37.23712,nan,0.3693
709,2358906010,0.08807,-3.23747,0.15961,0.07223,9.33661,0.37288,7.71168,nan,0.9138
710,3224215355,0.14476,-0.7653,0.26121,0.25127,22.97368,1.08812,22.02317,2.0,0.58347
711,18008418886,0.10633,-1.86062,0.13288,0.02862,28.64663,0.32428,28.74097,nan,0.21962
713,79206529331,0.36451,1.45683,0.46427,0.29909,34.6384,0.50758,36.3463,2.0,0.70061
714,23930611466,0.16205,-10.06846,0.10268,0.19841,13.8636,6.97197,9.56549,2.0,0.75895
712,249032162,0.0457,2.33759,0.13485,0.19255,16.32701,3.22832,18.45731,1.0,0.79491
